CLIENTNUM,review,date,City,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Churn_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue,sentiment_result,sentiment_label,sentiment_score,sentiment_numeric,review_lower,category,nps_category,nps_summary,nps_value
789853533,Argos charges extortionate fees,29-Dec-20,Windsor,Attrited Customer,54,M,3,High School,Married,$40K - $60K,Blue,44,2,1,5,3032.0,0,3032.0,0.949,1037,14,2.5,0.0,0.99639,0.00361108,Voluntary,58605,4883.75,0.0,Low Risk,754.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,754.0,Aa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9887139201164246}",NEGATIVE,0.9887139201164246,-0.9887139201164246,argos charges extortionate fees,High Rate / Fees,Detractor,93.66812227074236,0
708158133,"Argos card app doesn't allow you to choose which credit you are paying and reallocates payment causing its users to be charged laye fees. I called the customer service and they could not care less. Also beware because they will charge you an extortionate 12 pounds fee on a late payment even if you, like me, only spent 23.",29-Dec-20,Slave Lake,Attrited Customer,45,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031.0,2517,514.0,0.409,2188,50,0.389,0.83,0.99137,0.00863,Involuntary,96257,8021.416666666667,31.37849714825935,Low Risk,691.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,541.0,Caa,bad,bad,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9992955923080444}",NEGATIVE,0.9992955923080444,-0.9992955923080444,"argos card app doesn't allow you to choose which credit you are paying and reallocates payment causing its users to be charged laye fees. i called the customer service and they could not care less. also beware because they will charge you an extortionate 12 pounds fee on a late payment even if you, like me, only spent 23.",Poor Customer Service,Detractor,93.66812227074236,0
720766908,Due to an unexpected technical error on the site we cannot continue to service your My Argos Card account at this moment and you have been logged out. Please log in and try again.,15-Dec-20,Vancouver,Attrited Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,28,2,2,2,3021.0,0,3021.0,0.694,2814,37,0.321,0.0,0.99153,0.00847,Involuntary,20286,1690.5,0.0,Low Risk,659.0,1,2,2024-05-18 22:36:53.091527,10795.12,No,0,659.0,Baa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9989523887634277}",NEGATIVE,0.9989523887634277,-0.9989523887634277,due to an unexpected technical error on the site we cannot continue to service your my argos card account at this moment and you have been logged out. please log in and try again.,Technical Issues,Detractor,93.66812227074236,0
716858433,NOT GOOD ENOUGH,15-Dec-20,Bathurst,Attrited Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,4,3,1,3015.0,0,3015.0,1.058,5372,75,0.596,0.0,0.99129,0.00871,Involuntary,29133,2427.75,0.0,Low Risk,691.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,691.0,Baa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9997830986976624}",NEGATIVE,0.9997830986976624,-0.9997830986976624,not good enough,Other,Detractor,93.66812227074236,0
719986758,Lack of communication,14-Dec-20,Belleville,Attrited Customer,46,F,2,,Single,$40K - $60K,Blue,33,5,3,6,3001.0,0,3001.0,0.74,2577,39,0.444,0.0,0.99942,0.00057979,Involuntary,51970,4330.833333333333,0.0,Low Risk,539.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,389.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9997842907905579}",NEGATIVE,0.9997842907905579,-0.9997842907905579,lack of communication,Other,Detractor,93.66812227074236,0
712399308,"I have purchased something by Argos card and have returned it back the next day but in the Sainsbury Argos during the 2nd lockdown. I was given the refund voucher, however on my account it was not updated and then spoke to some on live chat. That person told me it will be put back within the next 5-7 working days.",14-Dec-20,Happy Valley-Goose Bay,Attrited Customer,38,F,3,High School,,Less than $40K,Blue,36,5,3,3,2989.0,2387,602.0,0.437,2143,67,0.558,0.799,0.99673,0.00326528,Involuntary,36964,3080.333333333333,77.49161346174655,High Risk,519.0,1,4,2022-09-28 22:36:53.091708,8593.16,Yes,1,369.0,C,bad,bad,527.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9979758858680725}",NEGATIVE,0.9979758858680725,-0.9979758858680725,"i have purchased something by argos card and have returned it back the next day but in the sainsbury argos during the 2nd lockdown. i was given the refund voucher, however on my account it was not updated and then spoke to some on live chat. that person told me it will be put back within the next 5-7 working days.",Other,Detractor,93.66812227074236,0
719495958,However it is not appearing on my account and the 2nd time I have spoken to someone and have been asking me unnecessary questions and the she ended the chat herself as she could not help.,14-Dec-20,Canmore,Attrited Customer,42,F,1,,Married,Less than $40K,Blue,36,3,3,4,2983.0,0,2983.0,0.865,2509,46,0.586,0.0,0.99813,0.00187387,Involuntary,25706,2142.1666666666665,0.0,Low Risk,479.0,1,5,2020-10-23 22:36:53.091739,5037.83,Yes,1,329.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.999510645866394}",NEGATIVE,0.999510645866394,-0.999510645866394,however it is not appearing on my account and the 2nd time i have spoken to someone and have been asking me unnecessary questions and the she ended the chat herself as she could not help.,Other,Detractor,93.66812227074236,0
714477408,I then went to the Argos store and have been told to call as they have let me use their phone.,14-Dec-20,Estevan,Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,36,3,3,3,2977.0,1340,1637.0,0.507,2201,39,0.345,0.45,0.99673,0.00326528,Involuntary,34539,2878.25,46.55606705463389,Medium Risk,600.0,1,3,2022-06-28 22:36:53.091756,4438.41,Yes,1,450.0,Ca,bad,bad,318.0,"{'label': 'NEGATIVE', 'score': 0.992931604385376}",NEGATIVE,0.992931604385376,-0.992931604385376,i then went to the argos store and have been told to call as they have let me use their phone.,Other,Detractor,93.66812227074236,0
753795633,"After 10mins I finally got to someone but she was complaining that she could not hear, she tried taking my personal number to contact me and again complained that she could not hear me. She then told me to contact back again and said she will put the phone down in 30s. Absolute time waste and nothing has been dealt with yet.",14-Dec-20,Bathurst,Attrited Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,41,5,3,2,2964.0,2517,447.0,0.699,2327,38,0.81,0.849,0.99462,0.00538,Involuntary,23093,1924.4166666666667,130.79288095959814,High Risk,481.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,331.0,C,bad,bad,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9996083378791809}",NEGATIVE,0.9996083378791809,-0.9996083378791809,"after 10mins i finally got to someone but she was complaining that she could not hear, she tried taking my personal number to contact me and again complained that she could not hear me. she then told me to contact back again and said she will put the phone down in 30s. absolute time waste and nothing has been dealt with yet.",Other,Detractor,93.66812227074236,0
714272658,They wrote to say they suspended my account card. Dont remember getting a previous letter. I dont care. I dont want to use it anymore. Its getting the payment down thats the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Im paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Saskatoon,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2,3,2,2962.0,2517,445.0,1.046,929,31,0.409,0.85,0.99462,0.00538,Involuntary,26718,2226.5,113.04738378621155,High Risk,683.0,1,5,2022-04-19 22:36:53.091870,2441.21,No,0,683.0,Baa,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9993553757667542}",NEGATIVE,0.9993553757667542,-0.9993553757667542,they wrote to say they suspended my account card. dont remember getting a previous letter. i dont care. i dont want to use it anymore. its getting the payment down thats the issue. stupid young woman in argos should never have thrust it at me. so they blame me for the debt. they slap on high interest. im paying extra what i can. wish i had a lottery win to pay it off.,Technical Issues,Detractor,93.66812227074236,0
715954158,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Rouyn-Noranda,Attrited Customer,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954.0,931,2023.0,0.575,2433,29,0.381,0.315,0.9975,0.00250084,Involuntary,46497,3874.75,24.02735660365185,Low Risk,684.0,1,1,2022-09-05 22:36:53.091903,5377.95,Yes,1,534.0,Caa,bad,bad,236.2,"{'label': 'NEGATIVE', 'score': 0.9996494054794312}",NEGATIVE,0.9996494054794312,-0.9996494054794312,"unable to make a payment from another credit card to close the balance because the card number is too long. i could only make a payment via dd, which i don't want to do. there is no information about this on their website. can't wait to close this thing down. customer service - took me 10 min to go through security, clueless staff. website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",Poor Customer Service,Detractor,93.66812227074236,0
828294933,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Peterborough,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951.0,2437,514.0,0.765,2519,36,0.565,0.826,0.99485,0.00515,Involuntary,25396,2116.333333333333,115.1519924397543,High Risk,506.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,506.0,Caa,good,good,537.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9994181394577026}",NEGATIVE,0.9994181394577026,-0.9994181394577026,went on the phone talk to 3 different people at the customer service at argos credit card about my card payment . all of them customer service is very poor not freindly no helpful . 3 of them the same .,Poor Customer Service,Detractor,93.66812227074236,0
789713208,I have had an argos card for years and have never had a problem always used buy now pay later and always paid on time because I'm very organised. However yesterday I had an email off then saying they had started a credit plan and my first payment was coming out on 25th and it was for a very shocking ammount of money. I originally thought it was fraud so I phoned up argos to then find it was a purchase I made last year that I hadn't paid off. Having looked back through my bank statements it looks like this wasn't paid however I had paid other stuff off on there more recently and cleared the card so I would have noticed the outstanding payment and paid it off. I think argos didn't show that I had this left to pay until my year was up then automatically charged me. I have no proof of any of this though because they send no emails all I have is an email of me ordering it and then my bank statement to show I never paid it but I have no proof of them not showing the outstanding payment in the app so I haven't been able to take this further. I have unfortunately had to pay the ammount and once it's all gone through I will be cancelling my argos card and never using again. It is a shame because I did enjoy using it but I believe they have conned me out of money.,19-Jul-25,Spruce Grove,Attrited Customer,62,F,0,Doctorate,Single,Less than $40K,Blue,50,6,3,5,2936.0,326,2610.0,0.935,2692,29,0.526,0.111,0.9991,0.00090053,Voluntary,38328,3194.0,10.206637445209768,Low Risk,712.0,1,2,2022-04-15 22:36:53.091956,1431.42,No,0,712.0,A,good,good,115.2,"{'label': 'NEGATIVE', 'score': 0.9980560541152954}",NEGATIVE,0.9980560541152954,-0.9980560541152954,i have had an argos card for years and have never had a problem always used buy now pay later and always paid on time because i'm very organised. however yesterday i had an email off then saying they had started a credit plan and my first payment was coming out on 25th and it was for a very shocking ammount of money. i originally thought it was fraud so i phoned up argos to then find it was a purchase i made last year that i hadn't paid off. having looked back through my bank statements it looks like this wasn't paid however i had paid other stuff off on there more recently and cleared the card so i would have noticed the outstanding payment and paid it off. i think argos didn't show that i had this left to pay until my year was up then automatically charged me. i have no proof of any of this though because they send no emails all i have is an email of me ordering it and then my bank statement to show i never paid it but i have no proof of them not showing the outstanding payment in the app so i haven't been able to take this further. i have unfortunately had to pay the ammount and once it's all gone through i will be cancelling my argos card and never using again. it is a shame because i did enjoy using it but i believe they have conned me out of money.,Technical Issues,Detractor,93.66812227074236,0
715660308,They wrote to say they suspended my account card. Dont remember getting a previous letter. I dont care. I dont want to use it anymore. Its getting the payment down thats the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Im paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Sudbury,Attrited Customer,54,F,3,College,Married,Less than $40K,Blue,44,5,3,2,2921.0,2412,509.0,0.823,2612,33,0.375,0.826,0.99452,0.00548,Involuntary,34666,2888.833333333333,83.4939133444874,High Risk,480.0,1,1,2021-07-22 22:36:53.092125,13799.76,No,0,480.0,Ca,good,good,532.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9993553757667542}",NEGATIVE,0.9993553757667542,-0.9993553757667542,they wrote to say they suspended my account card. dont remember getting a previous letter. i dont care. i dont want to use it anymore. its getting the payment down thats the issue. stupid young woman in argos should never have thrust it at me. so they blame me for the debt. they slap on high interest. im paying extra what i can. wish i had a lottery win to pay it off.,Technical Issues,Detractor,93.66812227074236,0
714487458,I Spoke with them twice this week both times the call handler was unfriendly and unhelpful.,9-Jul-25,Selkirk,Attrited Customer,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920.0,0,2920.0,0.516,2306,39,0.625,0.0,0.99556,0.00443518,Voluntary,46594,3882.8333333333335,0.0,Low Risk,848.0,1,3,2021-10-15 22:36:53.092135,14726.18,Yes,1,698.0,Baa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9968955516815186}",NEGATIVE,0.9968955516815186,-0.9968955516815186,i spoke with them twice this week both times the call handler was unfriendly and unhelpful.,Poor Customer Service,Detractor,93.66812227074236,0
720655833,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Dauphin,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,30,2,3,2,2913.0,0,2913.0,1.058,4955,56,0.806,0.0,0.99458,0.00542,Involuntary,21190,1765.8333333333333,0.0,Low Risk,462.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,312.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9994181394577026}",NEGATIVE,0.9994181394577026,-0.9994181394577026,went on the phone talk to 3 different people at the customer service at argos credit card about my card payment . all of them customer service is very poor not freindly no helpful . 3 of them the same .,Poor Customer Service,Detractor,93.66812227074236,0
788835408,Customer service number not working properly can not make a payment.,1-Jul-25,Barrie,Attrited Customer,49,F,3,,Married,Less than $40K,Blue,33,6,3,3,2910.0,0,2910.0,0.789,2648,41,0.464,0.0,0.99711,0.00288892,Involuntary,21336,1778.0,0.0,Low Risk,635.0,1,5,2020-11-12 22:36:53.092208,11414.5,No,0,635.0,Ba,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9997968077659607}",NEGATIVE,0.9997968077659607,-0.9997968077659607,customer service number not working properly can not make a payment.,Poor Customer Service,Detractor,93.66812227074236,0
708536283,"They say buy now pay later with no interest, when you pay after the year they will claim huge amount of interest for that year, they will take the money without even telling you or sending you an email, when you ask they will say it is the interest for that year. They are very cunning beware.",6-Jun-25,Stratford,Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904.0,2517,387.0,0.624,2653,46,0.586,0.867,0.99357,0.00643,Involuntary,91910,7659.166666666667,32.862582961592864,Low Risk,580.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,430.0,Ca,bad,bad,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9571470618247986}",NEGATIVE,0.9571470618247986,-0.9571470618247986,"they say buy now pay later with no interest, when you pay after the year they will claim huge amount of interest for that year, they will take the money without even telling you or sending you an email, when you ask they will say it is the interest for that year. they are very cunning beware.",Other,Detractor,93.66812227074236,0
779320008,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Penticton,Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900.0,2517,383.0,0.719,2180,31,0.409,0.868,0.99674,0.00326498,Involuntary,108734,9061.166666666666,27.77787996394872,Low Risk,674.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,674.0,Baa,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9996494054794312}",NEGATIVE,0.9996494054794312,-0.9996494054794312,"unable to make a payment from another credit card to close the balance because the card number is too long. i could only make a payment via dd, which i don't want to do. there is no information about this on their website. can't wait to close this thing down. customer service - took me 10 min to go through security, clueless staff. website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",Poor Customer Service,Detractor,93.66812227074236,0
709283358,"App not working. This is the ONLY way to manage your Argos card. Unable to see balance, make payment or even open the app it just sits with a spinner.",27-May-25,St. John's,Attrited Customer,43,F,4,,Married,Less than $40K,Blue,29,6,2,3,2895.0,0,2895.0,0.663,2473,42,0.273,0.0,0.99549,0.00451007,Involuntary,25582,2131.833333333333,0.0,Low Risk,470.0,1,2,2022-01-22 22:36:53.092264,8844.51,Yes,1,320.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9997783303260803}",NEGATIVE,0.9997783303260803,-0.9997783303260803,"app not working. this is the only way to manage your argos card. unable to see balance, make payment or even open the app it just sits with a spinner.",Other,Detractor,93.66812227074236,0
780384483,They try to find any excuse to close the card when late payment & the interest is very high . AVOID!!,21-May-25,Canmore,Attrited Customer,49,M,4,,,$80K - $120K,Blue,39,2,2,2,2886.0,925,1961.0,0.946,5481,58,0.758,0.321,0.99244,0.00756,Involuntary,89938,7494.833333333333,12.341835486668591,Low Risk,544.0,1,4,2024-08-09 22:36:53.092314,6303.31,No,0,544.0,Caa,good,good,235.0,"{'label': 'NEGATIVE', 'score': 0.999804675579071}",NEGATIVE,0.999804675579071,-0.999804675579071,they try to find any excuse to close the card when late payment & the interest is very high . avoid!!,Other,Detractor,93.66812227074236,0
711691608,They are awful & no manners or sympathy. They talk down to you & have arrogant attitude.,21-May-25,Medicine Hat,Attrited Customer,46,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,2881.0,2450,431.0,0.629,2450,49,0.531,0.85,0.99686,0.00314112,Involuntary,36969,3080.75,79.52608942627607,High Risk,629.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,479.0,Ca,bad,bad,540.0,"{'label': 'NEGATIVE', 'score': 0.9993801116943359}",NEGATIVE,0.9993801116943359,-0.9993801116943359,they are awful & no manners or sympathy. they talk down to you & have arrogant attitude.,Other,Detractor,93.66812227074236,0
716373483,"WOULD GIVE MINUS POINTS . CUSTOMER SERVICE AWFUL . THEY DO NOT HELP THE CUSTOMER AT ALL . THEY HAVE ZERO RESPECT FOR THE CUSTOMER . NO SUPPORT GIVEN WHEN ISSUES HAPPEN , NO RESPONSIBILITY TAKEN . THE WHOLE EXPERIENCE IS DIFFICULT TO DEAL WITH . HOPEFULLY PAYING OFF IN THE NEXT MONTH . PLEASE AVOID .",22-Feb-25,Brooks,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,40,4,3,2,2860.0,2517,343.0,0.38,1544,45,0.364,0.88,0.99464,0.00536,Voluntary,37482,3123.5,80.5826796862494,High Risk,603.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,603.0,Ba,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.999675989151001}",NEGATIVE,0.999675989151001,-0.999675989151001,"would give minus points . customer service awful . they do not help the customer at all . they have zero respect for the customer . no support given when issues happen , no responsibility taken . the whole experience is difficult to deal with . hopefully paying off in the next month . please avoid .",Poor Customer Service,Detractor,93.66812227074236,0
709798908,"This card is good but Argoscard are really missing a few tricks to make so much modern and usable a few changes would make it great, like being able to use to pay online with Argos and Sainsburys online shopping if it had this it would be spot on at the moment it is very limited.",15-Apr-25,Charlottetown,Attrited Customer,45,F,4,,Single,Less than $40K,Blue,32,3,3,4,2858.0,0,2858.0,1.058,2611,43,0.483,0.0,0.99832,0.00167742,Involuntary,21214,1767.8333333333333,0.0,Low Risk,612.0,1,5,2024-06-12 22:36:53.092431,10640.57,No,0,612.0,Ba,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9964285492897034}",NEGATIVE,0.9964285492897034,-0.9964285492897034,"this card is good but argoscard are really missing a few tricks to make so much modern and usable a few changes would make it great, like being able to use to pay online with argos and sainsburys online shopping if it had this it would be spot on at the moment it is very limited.",Positive Experience,Detractor,93.66812227074236,0
715950483,While the card is good and the deals are great they're money stealing criminals!!,31-Mar-25,Dauphin,Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,3,3,3,2821.0,725,2096.0,0.704,2397,35,0.296,0.257,0.99659,0.00341249,Voluntary,57571,4797.583333333333,15.111775025620538,Low Risk,844.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,694.0,Baa,bad,bad,195.0,"{'label': 'POSITIVE', 'score': 0.9608615040779114}",POSITIVE,0.9608615040779114,0.9608615040779114,while the card is good and the deals are great they're money stealing criminals!!,Positive Experience,Promoter,6.331877729257641,0
710555433,I am outraged that Truspilot is not Warning! Argos credit card scams people,22-Mar-25,Cranbrook,Attrited Customer,42,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,2,2803.0,0,2803.0,0.623,2216,40,0.6,0.0,0.99169,0.00831,Voluntary,34626,2885.5,0.0,Low Risk,591.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,591.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9992490410804749}",NEGATIVE,0.9992490410804749,-0.9992490410804749,i am outraged that truspilot is not warning! argos credit card scams people,Other,Detractor,93.66812227074236,0
714035283,People should start a class action lawsuit and take Argos to court!,22-Mar-25,Regina,Attrited Customer,56,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,2,2,2802.0,2256,546.0,0.615,2371,46,0.353,0.805,0.99211,0.00789,Involuntary,38763,3230.25,69.8397956814488,High Risk,662.0,1,3,2025-07-04 22:36:53.092568,4495.92,No,0,662.0,Baa,good,good,501.2000000000001,"{'label': 'NEGATIVE', 'score': 0.9955251812934875}",NEGATIVE,0.9955251812934875,-0.9955251812934875,people should start a class action lawsuit and take argos to court!,Other,Detractor,93.66812227074236,0
806140383,The Argos credit card is hopeless and dangerous especially if someone has a good credit history or not.,22-Mar-25,Camrose,Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791.0,2396,395.0,0.889,2658,43,0.344,0.858,0.99104,0.00896,Voluntary,92627,7718.916666666667,31.040625303637164,Low Risk,834.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,834.0,Aaa,good,good,529.2,"{'label': 'NEGATIVE', 'score': 0.999700665473938}",NEGATIVE,0.999700665473938,-0.999700665473938,the argos credit card is hopeless and dangerous especially if someone has a good credit history or not.,Other,Detractor,93.66812227074236,0
713597658,I would get in trouble for applying for an Argos credit card.,22-Mar-25,Truro,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784.0,2378,406.0,0.525,2021,57,0.676,0.854,0.99143,0.00857,Involuntary,33081,2756.75,86.26099573773465,High Risk,629.0,1,1,2022-11-21 22:36:53.092672,2978.71,Yes,1,479.0,Ca,bad,bad,525.6,"{'label': 'NEGATIVE', 'score': 0.9985700845718384}",NEGATIVE,0.9985700845718384,-0.9985700845718384,i would get in trouble for applying for an argos credit card.,Other,Detractor,93.66812227074236,0
717072108,After reading all the reviews I was put off by the thought of applying.,22-Mar-25,Truro,Attrited Customer,50,F,2,,Single,$40K - $60K,Blue,36,3,3,2,2762.0,0,2762.0,0.684,2571,44,0.419,0.0,0.99497,0.00503,Voluntary,40633,3386.083333333333,0.0,Low Risk,687.0,1,2,2025-01-29 22:36:53.092900,784.78,No,0,687.0,Baa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9982219338417053}",NEGATIVE,0.9982219338417053,-0.9982219338417053,after reading all the reviews i was put off by the thought of applying.,Other,Detractor,93.66812227074236,0
802243458,I feel sorry for all the people who have an Argos credit card!,22-Mar-25,Montreal,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760.0,0,2760.0,0.576,1759,34,0.214,0.0,0.99617,0.00382633,Involuntary,41125,3427.083333333333,0.0,Low Risk,605.0,1,5,2025-06-27 22:36:53.092935,2685.75,No,0,605.0,Ba,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.999702513217926}",NEGATIVE,0.999702513217926,-0.999702513217926,i feel sorry for all the people who have an argos credit card!,Other,Detractor,93.66812227074236,0
720742083,And I request to increase credit limit but they dont increase Crecit limit while Im eligible for 25k loan with Lloyds and all other banks are offering me.,23-Feb-25,Canmore,Attrited Customer,48,F,4,,Married,Less than $40K,Blue,36,4,3,3,2740.0,2425,315.0,0.816,2431,46,0.394,0.885,0.99714,0.00285845,Involuntary,30454,2537.833333333333,95.55395022000394,High Risk,662.0,1,3,2024-09-04 22:36:53.093057,5788.1,No,0,662.0,Baa,good,good,535.0,"{'label': 'NEGATIVE', 'score': 0.988559901714325}",NEGATIVE,0.988559901714325,-0.988559901714325,and i request to increase credit limit but they dont increase crecit limit while im eligible for 25k loan with lloyds and all other banks are offering me.,Other,Detractor,93.66812227074236,0
712925808,"Just had a message from argos saying ""my card is up for renewal but they have looked at my account and won't renew it"" I have been with them about 8 years with no problems always pay on time, but the last 2 payment they asked for it earlier than usual and saying 2 late payment, they have gone down hill terrible company, I am not interested in another card , I have been paying regualy but my balance don't seem to go down, this company needs looking into. Rip off company.",13-Feb-25,Selkirk,Attrited Customer,51,F,1,,Married,$40K - $60K,Blue,36,2,3,2,2710.0,0,2710.0,0.999,4724,60,0.395,0.0,0.99464,0.00536,Involuntary,57153,4762.75,0.0,Low Risk,675.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,675.0,Baa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9984657764434814}",NEGATIVE,0.9984657764434814,-0.9984657764434814,"just had a message from argos saying ""my card is up for renewal but they have looked at my account and won't renew it"" i have been with them about 8 years with no problems always pay on time, but the last 2 payment they asked for it earlier than usual and saying 2 late payment, they have gone down hill terrible company, i am not interested in another card , i have been paying regualy but my balance don't seem to go down, this company needs looking into. rip off company.",Technical Issues,Detractor,93.66812227074236,0
715516458,"I set up a direct debit in December so I wouldn't miss my first payment in January. I received a text the day after payment should have gone through saying it's late. Turns out you have to allow a full month for DD to be set up. They wouldn't waive the late payment charge, which was twice the amount of my minimum payment. Great customer service, makes me feel really valued lol.",25-Jan-25,London,Attrited Customer,42,F,1,High School,Married,$40K - $60K,Blue,36,5,3,2,2705.0,2430,275.0,0.698,2602,43,0.433,0.898,0.99395,0.00605,Involuntary,56753,4729.416666666667,51.38054375980124,High Risk,641.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,491.0,Ca,bad,bad,536.0,"{'label': 'POSITIVE', 'score': 0.9894070029258728}",POSITIVE,0.9894070029258728,0.9894070029258728,"i set up a direct debit in december so i wouldn't miss my first payment in january. i received a text the day after payment should have gone through saying it's late. turns out you have to allow a full month for dd to be set up. they wouldn't waive the late payment charge, which was twice the amount of my minimum payment. great customer service, makes me feel really valued lol.",Poor Customer Service,Promoter,6.331877729257641,0
