CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Attrition_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue,Income_Category_Inferred,Income_Category_Complete
715016508,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,36,1,3,4,4527.0,0,4527.0,0.801,2441.0,37.0,0.37,0.0,0.99808,0.00191647,Voluntary,45864.0,3822.0,0.0,Low Risk,515.0,0,0,,0.0,No,0,515.0,Caa,good,good,50.0,Less than $40K,$40K - $60K
789939558,Existing Customer,54,F,2,College,Married,,Blue,45,5,3,2,4523.0,1841,2682.0,0.534,5112.0,87.0,0.706,0.407,0.00017488,0.99983,Existing Customer,27015.0,2251.25,81.77679067184897,High Risk,672.0,0,0,,0.0,No,0,672.0,Baa,good,good,418.2000000000001,Less than $40K,Less than $40K
756013833,Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,2,3,4522.0,1861,2661.0,0.957,1806.0,38.0,0.727,0.412,0.00028744,0.99971,Existing Customer,81060.0,6755.0,27.549962990377498,Low Risk,671.0,0,0,,0.0,Yes,1,521.0,Caa,bad,bad,422.2000000000001,Less than $40K,$80K - $120K
720700008,Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,36,1,1,3,4517.0,2238,2279.0,0.625,4686.0,81.0,0.761,0.495,8.45e-05,0.99992,Existing Customer,36876.0,3073.0,72.82785551578263,High Risk,452.0,0,0,,0.0,No,0,452.0,Ca,good,good,497.6,Less than $40K,Less than $40K
712576908,Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue,36,5,2,4,4516.0,2252,2264.0,0.889,1819.0,24.0,0.846,0.499,0.00027243,0.99973,Existing Customer,76517.0,6376.416666666667,35.31764183122705,Low Risk,455.0,0,0,,0.0,No,0,455.0,Ca,good,good,500.4,Less than $40K,$60K - $80K
772607433,Existing Customer,50,M,3,High School,Married,$80K - $120K,Blue,40,6,2,4,4514.0,2016,2498.0,0.313,4107.0,59.0,0.639,0.447,0.00032942,0.99967,Existing Customer,119472.0,9956.0,20.249096022498996,Low Risk,542.0,0,0,,0.0,No,0,542.0,Caa,good,good,453.2000000000001,Less than $40K,$80K - $120K
789310833,Existing Customer,44,F,3,College,Divorced,$40K - $60K,Blue,34,5,2,5,4513.0,1950,2563.0,0.83,3164.0,62.0,0.59,0.432,0.00056998,0.99943,Existing Customer,49127.0,4093.9166666666665,47.63164858428156,Medium Risk,457.0,1,1,2023-10-27 22:37:53.634260,19567.87,No,0,457.0,Ca,good,good,440.0,Less than $40K,$40K - $60K
715832058,Existing Customer,40,F,5,Graduate,,Less than $40K,Blue,36,2,2,3,4512.0,1172,3340.0,0.706,14414.0,98.0,0.815,0.26,0.00019764,0.9998,Existing Customer,21628.0,1802.3333333333333,65.02681708895875,High Risk,684.0,1,3,2024-11-02 22:37:53.634276,1985.47,No,0,684.0,Baa,good,good,284.4,Less than $40K,Less than $40K
713579733,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511.0,754,3757.0,0.905,2597.0,71.0,0.919,0.167,0.00029411,0.99971,Existing Customer,74785.0,6232.083333333333,12.098682890954068,Low Risk,557.0,0,0,,0.0,No,0,557.0,B,good,good,200.8,Less than $40K,$60K - $80K
788827308,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,2,4,4507.0,1574,2933.0,0.744,1793.0,38.0,0.652,0.349,0.00030653,0.99969,Existing Customer,27131.0,2260.9166666666665,69.61778039880579,High Risk,610.0,0,0,,0.0,No,0,610.0,Ba,good,good,364.8,Less than $40K,Less than $40K
789903708,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,6,3,2,4505.0,1562,2943.0,0.604,3968.0,68.0,0.619,0.347,0.00018494,0.99982,Existing Customer,59523.0,4960.25,31.490348268736458,Low Risk,658.0,0,0,,0.0,No,0,658.0,Baa,good,good,362.4,Less than $40K,$40K - $60K
719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,3,3,4503.0,0,4503.0,0.659,748.0,20.0,0.429,0.0,0.9968,0.00320374,Involuntary,95029.0,7919.083333333333,0.0,Low Risk,602.0,1,3,2022-05-07 22:37:53.634291,10352.04,No,0,602.0,Ba,bad,bad,50.0,Less than $40K,$80K - $120K
721361433,Existing Customer,51,F,3,Graduate,Married,,Blue,37,6,1,1,4502.0,1785,2717.0,1.014,4469.0,87.0,0.812,0.396,3.45e-05,0.99997,Existing Customer,29810.0,2484.1666666666665,71.85508218718552,High Risk,689.0,0,0,,0.0,No,0,689.0,Baa,good,good,407.0,Less than $40K,Less than $40K
716620458,Existing Customer,32,M,1,High School,Single,Less than $40K,Blue,23,3,2,3,4500.0,0,4500.0,0.626,2439.0,63.0,0.703,0.0,0.00017468,0.99983,Existing Customer,37525.0,3127.0833333333335,0.0,Low Risk,780.0,1,2,2024-01-29 22:37:53.634307,6082.78,No,0,780.0,Aa,good,good,50.0,Less than $40K,Less than $40K
823624158,Existing Customer,53,F,2,Doctorate,Single,,Blue,49,3,2,2,4500.0,0,4500.0,0.761,4579.0,78.0,0.814,0.0,0.00016471,0.99984,Existing Customer,25837.0,2153.0833333333335,0.0,Low Risk,782.0,1,3,2021-02-05 22:37:53.634322,12216.34,No,0,782.0,Aa,good,good,50.0,Less than $40K,Less than $40K
715650783,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,6,2,2,4499.0,0,4499.0,0.765,4906.0,75.0,0.667,0.0,0.00011065,0.99989,Existing Customer,69539.0,5794.916666666667,0.0,Low Risk,499.0,0,0,,0.0,No,0,499.0,Ca,good,good,50.0,Less than $40K,$60K - $80K
801036033,Existing Customer,31,M,0,High School,Single,$40K - $60K,Blue,25,3,2,3,4493.0,1388,3105.0,0.795,17744.0,104.0,0.763,0.309,0.0001597,0.99984,Existing Customer,42736.0,3561.3333333333335,38.974166978659674,Medium Risk,460.0,0,0,,0.0,No,0,460.0,Ca,good,good,327.6,Less than $40K,$40K - $60K
719690733,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,40,4,2,2,4490.0,1989,2501.0,0.604,4346.0,70.0,0.795,0.443,0.00011604,0.99988,Existing Customer,23618.0,1968.1666666666667,101.05851469218392,High Risk,800.0,0,0,,0.0,No,0,800.0,Aaa,good,good,447.8,Less than $40K,Less than $40K
812597508,Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue,34,6,5,3,4489.0,2498,1991.0,0.779,2153.0,58.0,0.568,0.556,0.00030831,0.99969,Existing Customer,54944.0,4578.666666666667,54.55736750145602,High Risk,605.0,0,0,,0.0,No,0,605.0,Ba,good,good,549.6,Less than $40K,$40K - $60K
708720558,Existing Customer,44,M,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489.0,0,4489.0,0.693,3773.0,64.0,0.455,0.0,4.24e-05,0.99996,Existing Customer,60665.0,5055.416666666667,0.0,Low Risk,519.0,0,0,,0.0,No,0,519.0,Caa,good,good,50.0,Less than $40K,$60K - $80K
716989683,Existing Customer,56,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,3,3,4480.0,2465,2015.0,0.772,3331.0,74.0,0.682,0.55,0.00043772,0.99956,Existing Customer,106630.0,8885.833333333334,27.740785895151454,Low Risk,618.0,1,3,2021-12-21 22:37:53.634339,8851.99,Yes,1,468.0,Ca,bad,bad,543.0,Less than $40K,$80K - $120K
720006333,Attrited Customer,48,M,2,College,Divorced,$80K - $120K,Blue,40,4,3,3,4479.0,0,4479.0,0.89,4520.0,63.0,0.37,0.0,0.99661,0.00338757,Involuntary,114913.0,9576.083333333334,0.0,Low Risk,506.0,1,1,2024-11-25 22:37:53.634373,6479.98,No,0,506.0,Caa,good,good,50.0,Less than $40K,$80K - $120K
720274158,Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,35,4,2,2,4478.0,1700,2778.0,0.655,3879.0,76.0,1.235,0.38,0.00011604,0.99988,Existing Customer,24452.0,2037.6666666666667,83.42875838377228,High Risk,721.0,0,0,,0.0,No,0,721.0,A,good,good,390.0,Less than $40K,Less than $40K
715327683,Attrited Customer,45,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477.0,2517,1960.0,1.022,4996.0,55.0,0.486,0.562,0.99733,0.00267072,Involuntary,26289.0,2190.75,114.89216021910305,High Risk,564.0,0,0,,0.0,No,0,564.0,B,good,good,553.4000000000001,Less than $40K,Less than $40K
715625658,Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,36,3,1,3,4476.0,1492,2984.0,0.933,4603.0,87.0,0.706,0.333,9.34e-05,0.99991,Existing Customer,24607.0,2050.5833333333335,72.75978380135733,High Risk,517.0,0,0,,0.0,No,0,517.0,Caa,good,good,348.40000000000003,Less than $40K,Less than $40K
720196158,Existing Customer,48,M,3,,Single,$60K - $80K,Blue,40,6,3,3,4476.0,0,4476.0,0.683,3350.0,67.0,0.634,0.0,0.00034503,0.99965,Existing Customer,78739.0,6561.583333333333,0.0,Low Risk,804.0,0,0,,0.0,No,0,804.0,Aaa,good,good,50.0,Less than $40K,$60K - $80K
719855958,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,6,1,4,4475.0,0,4475.0,0.706,3367.0,66.0,0.737,0.0,0.00016112,0.99984,Existing Customer,71564.0,5963.666666666667,0.0,Low Risk,701.0,1,2,2022-05-20 22:37:53.634398,5375.73,No,0,701.0,A,good,good,50.0,Less than $40K,$60K - $80K
714951858,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,4473.0,0,4473.0,0.543,4047.0,56.0,0.75,0.0,9.26e-05,0.99991,Existing Customer,29171.0,2430.9166666666665,0.0,Low Risk,497.0,0,0,,0.0,Yes,1,347.0,C,bad,bad,50.0,Less than $40K,Less than $40K
784725333,Existing Customer,41,M,3,High School,Married,$40K - $60K,Blue,33,4,2,1,4470.0,680,3790.0,1.608,931.0,18.0,1.571,0.152,6.92e-05,0.99993,Existing Customer,42134.0,3511.1666666666665,19.36678217116818,Low Risk,633.0,0,0,,0.0,No,0,633.0,Ba,good,good,186.0,Less than $40K,$40K - $60K
710170758,Attrited Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,25,6,2,2,4469.0,2331,2138.0,1.006,8314.0,67.0,0.763,0.522,0.99137,0.00863,Voluntary,75785.0,6315.416666666667,36.90967869631193,Medium Risk,540.0,0,0,,0.0,No,0,540.0,Caa,good,good,516.2,Less than $40K,$60K - $80K
715401633,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,35,3,1,2,4469.0,2002,2467.0,0.669,2111.0,38.0,0.462,0.448,5.72e-05,0.99994,Existing Customer,32445.0,2703.75,74.04530744336569,High Risk,769.0,0,0,,0.0,No,0,769.0,Aa,good,good,450.4,Less than $40K,Less than $40K
715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,1.363,1765.0,34.0,1.615,0.252,0.00015005,0.99985,Existing Customer,56859.0,4738.25,23.74294306969873,Low Risk,636.0,0,0,,0.0,No,0,636.0,Ba,good,good,275.0,Less than $40K,$40K - $60K
789347133,Existing Customer,38,F,2,Post-Graduate,Married,$40K - $60K,Blue,28,2,1,1,4468.0,2395,2073.0,0.706,4690.0,79.0,0.756,0.536,3.91e-05,0.99996,Existing Customer,52958.0,4413.166666666667,54.269421050643906,High Risk,539.0,1,5,2023-07-04 22:37:53.634416,4058.72,No,0,539.0,Caa,good,good,529.0,Less than $40K,$40K - $60K
768475383,Existing Customer,62,F,0,,Single,$40K - $60K,Blue,56,6,1,2,4467.0,0,4467.0,0.888,4007.0,74.0,0.542,0.0,5.2e-05,0.99995,Existing Customer,56385.0,4698.75,0.0,Low Risk,781.0,0,0,,0.0,No,0,781.0,Aa,good,good,50.0,Less than $40K,$40K - $60K
801369258,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,4466.0,777,3689.0,1.02,1757.0,59.0,0.595,0.174,0.00013827,0.99986,Existing Customer,57628.0,4802.333333333333,16.179634899701533,Low Risk,588.0,0,0,,0.0,No,0,588.0,B,good,good,205.4,Less than $40K,$40K - $60K
717914808,Existing Customer,65,M,1,High School,Single,,Blue,36,4,3,5,4465.0,703,3762.0,1.026,4044.0,66.0,0.65,0.157,0.00081456,0.99919,Existing Customer,36535.0,3044.5833333333335,23.090187491446557,Low Risk,806.0,1,3,2023-07-18 22:37:53.634452,15766.15,No,0,806.0,Aaa,good,good,190.6,Less than $40K,Less than $40K
789109983,Existing Customer,40,F,3,High School,Divorced,$40K - $60K,Blue,28,4,1,4,4464.0,1418,3046.0,0.92,3870.0,73.0,0.46,0.318,0.00015942,0.99984,Existing Customer,43387.0,3615.5833333333335,39.21912093484223,Medium Risk,538.0,0,0,,0.0,No,0,538.0,Caa,good,good,333.6,Less than $40K,$40K - $60K
809559933,Attrited Customer,45,F,3,Graduate,Married,,Blue,40,3,5,3,4462.0,706,3756.0,0.886,2526.0,41.0,0.414,0.158,0.99716,0.00284317,Involuntary,20076.0,1673.0,42.199641362821275,Medium Risk,484.0,0,0,,0.0,No,0,484.0,Ca,good,good,191.2,Less than $40K,Less than $40K
720133908,Existing Customer,41,M,2,Post-Graduate,Single,$40K - $60K,Blue,27,4,1,3,4461.0,900,3561.0,0.587,4204.0,77.0,0.791,0.202,0.000109,0.99989,Existing Customer,52966.0,4413.833333333333,20.390439149643168,Low Risk,723.0,1,3,2024-04-01 22:37:53.634468,4832.9,No,0,723.0,A,good,good,230.0,Less than $40K,$40K - $60K
802464033,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,6,3,3,4460.0,1262,3198.0,0.898,1877.0,41.0,0.783,0.283,0.0002596,0.99974,Existing Customer,21277.0,1773.0833333333333,71.17544766649434,High Risk,468.0,0,0,,0.0,No,0,468.0,Ca,good,good,302.4,Less than $40K,Less than $40K
713146683,Existing Customer,35,F,1,High School,,,Blue,36,2,3,2,4460.0,0,4460.0,0.916,5473.0,79.0,0.756,0.0,0.00016413,0.99984,Existing Customer,27394.0,2282.8333333333335,0.0,Low Risk,760.0,0,0,,0.0,No,0,760.0,Aa,good,good,50.0,Less than $40K,Less than $40K
717348258,Existing Customer,33,M,1,Graduate,Married,$120K +,Blue,21,4,1,3,4459.0,1899,2560.0,1.349,2502.0,48.0,1.0,0.426,8.7e-05,0.99991,Existing Customer,150399.0,12533.25,15.151696487343665,Low Risk,807.0,1,5,2023-01-04 22:37:53.634486,15583.76,No,0,807.0,Aaa,good,good,429.8,Less than $40K,$120K +
768563658,Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,2578.0,1.107,1424.0,29.0,1.417,0.422,0.00019683,0.9998,Existing Customer,55996.0,4666.333333333333,40.28859204228874,Medium Risk,823.0,1,4,2024-11-10 22:37:53.634502,9958.25,No,0,823.0,Aaa,good,good,426.0,Less than $40K,$40K - $60K
709566408,Attrited Customer,40,F,2,Graduate,Single,Less than $40K,Blue,30,5,3,6,4458.0,0,4458.0,0.935,9640.0,70.0,0.707,0.0,0.99936,0.00063727,Involuntary,34237.0,2853.0833333333335,0.0,Low Risk,525.0,0,0,,0.0,No,0,525.0,Caa,good,good,50.0,Less than $40K,Less than $40K
822898758,Existing Customer,44,F,5,Post-Graduate,Married,Less than $40K,Blue,40,3,3,4,4453.0,973,3480.0,0.908,3239.0,66.0,0.65,0.219,0.00062678,0.99937,Existing Customer,38904.0,3242.0,30.012338062924123,Low Risk,603.0,1,5,2025-06-17 22:37:53.634519,1908.45,No,0,603.0,Ba,good,good,244.6,Less than $40K,Less than $40K
715072533,Existing Customer,41,F,3,,,$40K - $60K,Blue,36,2,6,2,4451.0,0,4451.0,0.726,4456.0,75.0,0.974,0.0,0.00016195,0.99984,Existing Customer,57505.0,4792.083333333333,0.0,Low Risk,839.0,0,0,,0.0,No,0,839.0,Aaa,good,good,50.0,Less than $40K,$40K - $60K
714360033,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,43,5,1,3,4450.0,1444,3006.0,0.465,1326.0,44.0,0.419,0.324,8.45e-05,0.99992,Existing Customer,58108.0,4842.333333333333,29.820334549459627,Low Risk,709.0,0,0,,0.0,Yes,1,559.0,B,bad,bad,338.8,Less than $40K,$40K - $60K
715714458,Attrited Customer,48,M,5,Graduate,Single,$40K - $60K,Blue,38,2,3,3,4446.0,0,4446.0,0.963,8753.0,76.0,0.949,0.0,0.99681,0.00319072,Involuntary,59624.0,4968.666666666667,0.0,Low Risk,543.0,0,0,,0.0,No,0,543.0,Caa,good,good,50.0,Less than $40K,$40K - $60K
720729108,Existing Customer,32,F,0,,Single,Less than $40K,Blue,17,1,2,1,4445.0,1080,3365.0,0.84,5373.0,87.0,0.776,0.243,6.47e-05,0.99994,Existing Customer,35275.0,2939.5833333333335,36.73990077958894,Medium Risk,557.0,0,0,,0.0,No,0,557.0,B,good,good,266.0,Less than $40K,Less than $40K
815826708,Existing Customer,53,F,2,,Married,$40K - $60K,Blue,48,2,3,3,4442.0,1107,3335.0,0.822,14437.0,109.0,0.912,0.249,0.00033251,0.99967,Existing Customer,58960.0,4913.333333333333,22.530529172320218,Low Risk,820.0,0,0,,0.0,No,0,820.0,Aaa,good,good,271.4,Less than $40K,$40K - $60K
718919433,Existing Customer,52,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,4440.0,1149,3291.0,0.842,14973.0,112.0,0.723,0.259,0.00031726,0.99968,Existing Customer,22654.0,1887.8333333333333,60.863423677937675,High Risk,734.0,0,0,,0.0,No,0,734.0,A,good,good,279.8,Less than $40K,Less than $40K
718510983,Existing Customer,54,F,3,,Single,$40K - $60K,Blue,41,1,3,2,4440.0,0,4440.0,0.639,3720.0,89.0,0.894,0.0,0.00020516,0.99979,Existing Customer,50055.0,4171.25,0.0,Low Risk,508.0,0,0,,0.0,No,0,508.0,Caa,good,good,50.0,Less than $40K,$40K - $60K
780664758,Existing Customer,56,F,2,Uneducated,Married,$40K - $60K,Blue,44,6,1,2,4439.0,1513,2926.0,0.752,4532.0,95.0,0.696,0.341,5.66e-05,0.99994,Existing Customer,59083.0,4923.583333333333,30.729651507201734,Low Risk,574.0,0,0,,0.0,No,0,574.0,B,good,good,352.6,Less than $40K,$40K - $60K
799249833,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,28,5,1,4,4439.0,844,3595.0,0.863,2858.0,71.0,0.69,0.19,0.00015804,0.99984,Existing Customer,36061.0,3005.0833333333335,28.08574360112032,Low Risk,803.0,0,0,,0.0,No,0,803.0,Aaa,good,good,218.8,Less than $40K,Less than $40K
721194858,Existing Customer,48,M,4,Graduate,,$80K - $120K,Blue,40,6,2,2,4438.0,2472,1966.0,0.69,1725.0,60.0,0.622,0.557,0.00011937,0.99988,Existing Customer,105398.0,8783.166666666666,28.144746579631498,Low Risk,722.0,0,0,,0.0,No,0,722.0,A,good,good,544.4000000000001,Less than $40K,$80K - $120K
710769258,Existing Customer,40,F,2,Graduate,Single,,Blue,27,4,2,3,4438.0,1513,2925.0,0.807,3895.0,75.0,0.829,0.341,0.00019143,0.99981,Existing Customer,23682.0,1973.5,76.66582214340005,High Risk,556.0,0,0,,0.0,No,0,556.0,B,good,good,352.6,Less than $40K,Less than $40K
716171358,Existing Customer,51,M,4,College,Married,$40K - $60K,Blue,36,2,3,1,4436.0,2222,2214.0,0.731,4460.0,85.0,0.771,0.501,0.00011061,0.99989,Existing Customer,41962.0,3496.8333333333335,63.543205757590194,High Risk,748.0,0,0,,0.0,No,0,748.0,A,good,good,494.4,Less than $40K,$40K - $60K
789477483,Existing Customer,40,F,5,,Single,,Blue,31,6,3,1,4433.0,1488,2945.0,0.669,3847.0,76.0,0.9,0.336,0.0001231,0.99988,Existing Customer,22764.0,1897.0,78.43964153927253,High Risk,694.0,1,5,2024-04-16 22:37:53.634535,3726.13,Yes,1,544.0,Caa,bad,bad,347.6,Less than $40K,Less than $40K
719256483,Existing Customer,41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,4432.0,1335,3097.0,0.714,4144.0,79.0,0.756,0.301,0.00030842,0.99969,Existing Customer,45612.0,3801.0,35.1223362273086,Low Risk,785.0,0,0,,0.0,No,0,785.0,Aa,good,good,317.0,Less than $40K,$40K - $60K
714127383,Attrited Customer,48,F,3,,,,Blue,36,3,3,2,4431.0,2517,1914.0,0.499,2185.0,48.0,0.371,0.568,0.99515,0.00484967,Voluntary,31622.0,2635.1666666666665,95.515780153058,High Risk,613.0,0,0,,0.0,No,0,613.0,Ba,good,good,553.4000000000001,Less than $40K,Less than $40K
710752233,Attrited Customer,43,F,5,High School,,$40K - $60K,Blue,24,3,2,2,4430.0,2203,2227.0,1.046,2742.0,49.0,0.4,0.497,0.99132,0.00868,Involuntary,59447.0,4953.916666666667,44.46986391239255,Medium Risk,454.0,0,0,,0.0,No,0,454.0,Ca,good,good,490.6,Less than $40K,$40K - $60K
716108283,Existing Customer,53,F,4,Graduate,Married,Less than $40K,Blue,46,6,3,3,4430.0,1579,2851.0,0.836,4833.0,82.0,0.673,0.356,0.00031726,0.99968,Existing Customer,26482.0,2206.8333333333335,71.55048712332905,High Risk,696.0,0,0,,0.0,No,0,696.0,Baa,good,good,365.8,Less than $40K,Less than $40K
718428033,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,41,6,2,1,4430.0,1543,2887.0,0.752,3395.0,70.0,0.628,0.348,7.2e-05,0.99993,Existing Customer,25110.0,2092.5,73.7395459976105,High Risk,457.0,0,0,,0.0,No,0,457.0,Ca,good,good,358.6,Less than $40K,Less than $40K
716216958,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,42,6,1,1,4429.0,883,3546.0,0.688,4386.0,63.0,0.537,0.199,3.21e-05,0.99997,Existing Customer,74357.0,6196.416666666667,14.250171470070066,Low Risk,590.0,0,0,,0.0,No,0,590.0,B,good,good,226.6,Less than $40K,$60K - $80K
775198608,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,32,5,3,3,4429.0,0,4429.0,1.065,1970.0,40.0,0.818,0.0,0.00030251,0.9997,Existing Customer,31392.0,2616.0,0.0,Low Risk,811.0,0,0,,0.0,No,0,811.0,Aaa,good,good,50.0,Less than $40K,Less than $40K
717448383,Attrited Customer,41,M,4,,Single,$80K - $120K,Blue,28,1,2,4,4428.0,0,4428.0,0.865,2331.0,36.0,0.286,0.0,0.99735,0.00264844,Involuntary,100513.0,8376.083333333334,0.0,Low Risk,675.0,0,0,,0.0,No,0,675.0,Baa,good,good,50.0,Less than $40K,$80K - $120K
772460508,Existing Customer,53,M,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,2,4426.0,1530,2896.0,0.518,1231.0,34.0,0.214,0.346,5.32e-05,0.99995,Existing Customer,44503.0,3708.5833333333335,41.25564568680763,Medium Risk,457.0,0,0,,0.0,No,0,457.0,Ca,good,good,356.0,Less than $40K,$40K - $60K
713934633,Attrited Customer,40,F,4,Uneducated,Divorced,Less than $40K,Blue,35,2,3,3,4423.0,2517,1906.0,0.84,8935.0,87.0,0.933,0.569,0.99694,0.00305523,Involuntary,21987.0,1832.25,137.37208350388866,High Risk,471.0,1,2,2021-10-24 22:37:53.634552,17911.64,No,0,471.0,Ca,bad,bad,553.4000000000001,Less than $40K,Less than $40K
735825258,Existing Customer,39,M,2,High School,Single,Less than $40K,Blue,32,4,1,4,4423.0,1643,2780.0,0.724,15467.0,112.0,0.623,0.371,0.00015363,0.99985,Existing Customer,24007.0,2000.5833333333333,82.12604656975049,High Risk,801.0,0,0,,0.0,No,0,801.0,Aaa,good,good,378.6,Less than $40K,Less than $40K
794551383,Existing Customer,50,F,3,College,Single,Less than $40K,Blue,32,5,3,4,4419.0,1218,3201.0,0.879,4535.0,75.0,0.562,0.276,0.00052057,0.99948,Existing Customer,21162.0,1763.5,69.06719591721009,High Risk,543.0,0,0,,0.0,No,0,543.0,Caa,good,good,293.6,Less than $40K,Less than $40K
716853258,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,45,5,3,2,4417.0,0,4417.0,0.904,4253.0,72.0,0.895,0.0,0.00016883,0.99983,Existing Customer,26949.0,2245.75,0.0,Low Risk,770.0,0,0,,0.0,No,0,770.0,Aa,good,good,50.0,Less than $40K,Less than $40K
720914358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,4416.0,1333,3083.0,0.631,4894.0,84.0,0.647,0.302,0.00019864,0.9998,Existing Customer,31274.0,2606.1666666666665,51.14791839866982,High Risk,488.0,0,0,,0.0,No,0,488.0,Ca,good,good,316.6,Less than $40K,Less than $40K
780511683,Attrited Customer,47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413.0,232,4181.0,0.799,7869.0,76.0,0.767,0.053,0.99683,0.00317458,Voluntary,50832.0,4236.0,5.476864966949953,Low Risk,560.0,1,5,2024-04-16 22:37:53.634570,12254.91,No,0,560.0,B,good,good,96.4,Less than $40K,$40K - $60K
720007383,Attrited Customer,41,F,2,,Single,,Blue,28,2,1,3,4411.0,2517,1894.0,0.988,803.0,15.0,0.875,0.571,0.99028,0.00972,Involuntary,20188.0,1682.3333333333333,149.6136318605112,High Risk,552.0,0,0,,0.0,No,0,552.0,B,good,good,553.4000000000001,Less than $40K,Less than $40K
711949683,Attrited Customer,55,F,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,4410.0,2517,1893.0,0.53,1883.0,44.0,0.63,0.571,0.99466,0.00534,Involuntary,55447.0,4620.583333333333,54.47364149548217,High Risk,654.0,0,0,,0.0,No,0,654.0,Baa,good,good,553.4000000000001,Less than $40K,$40K - $60K
795713058,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,39,3,1,2,4409.0,1753,2656.0,0.55,4292.0,76.0,0.652,0.398,6.72e-05,0.99993,Existing Customer,43574.0,3631.1666666666665,48.27649515766283,Medium Risk,530.0,1,2,2021-01-21 22:37:53.634604,4094.5,No,0,530.0,Caa,good,good,400.6,Less than $40K,$40K - $60K
721202058,Existing Customer,62,F,0,High School,,$40K - $60K,Blue,49,4,1,1,4409.0,785,3624.0,0.838,4160.0,61.0,0.649,0.178,2.77e-05,0.99997,Existing Customer,51995.0,4332.916666666667,18.11712664679296,Low Risk,636.0,0,0,,0.0,No,0,636.0,Ba,good,good,207.0,Less than $40K,$40K - $60K
824172258,Existing Customer,34,F,2,,Divorced,Less than $40K,Blue,30,3,1,2,4408.0,1510,2898.0,0.73,4495.0,77.0,0.833,0.343,6.05e-05,0.99994,Existing Customer,34642.0,2886.8333333333335,52.30644881935223,High Risk,533.0,0,0,,0.0,No,0,533.0,Caa,good,good,352.0,Less than $40K,Less than $40K
719647383,Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,36,5,2,2,4408.0,1463,2945.0,0.728,2001.0,49.0,0.485,0.332,0.00011382,0.99989,Existing Customer,84630.0,7052.5,20.744416873449133,Low Risk,537.0,0,0,,0.0,No,0,537.0,Caa,good,good,342.6,Less than $40K,$80K - $120K
