CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Type,annual_income,monthly_income,DTI_ratio,Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount
778936008,Existing Customer,46,F,4,High School,Married,Unknown,Blue,30,3,1,3,5869.0,0,5869.0,0.852,5103.0,83.0,0.844,0.0,9.44e-05,0.99991,,,,,High Risk,749.0,0,0,,0.0
711904008,Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,36,4,3,5,5869.0,0,5869.0,0.642,2203.0,41.0,0.519,0.0,0.9989,0.00109664,Involuntary,78949.0,6579.083333333333,0.0,Low Risk,553.0,1,4,2021-11-04 16:08:00.230337,13072.27
711041508,Existing Customer,37,F,1,High School,Married,$40K - $60K,Blue,25,4,3,4,5865.0,2517,3348.0,1.348,2623.0,47.0,1.35,0.429,0.00047086,0.99953,,55934.0,4661.166666666667,53.99935638431007,High Risk,373.0,0,0,,0.0
719264058,Existing Customer,51,F,0,Graduate,Married,Unknown,Blue,36,5,2,3,5862.0,2306,3556.0,0.807,4305.0,51.0,1.318,0.393,0.00016428,0.99984,,,,,High Risk,575.0,0,0,,0.0
770220558,Attrited Customer,57,M,3,Unknown,Single,$60K - $80K,Blue,51,1,6,1,5859.0,0,5859.0,0.914,8004.0,82.0,0.708,0.0,0.98987,0.01013,Voluntary,79697.0,6641.416666666667,0.0,Low Risk,328.0,0,0,,0.0
720317658,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,35,2,2,2,5858.0,961,4897.0,0.657,7916.0,82.0,0.708,0.164,0.00011382,0.99989,,81860.0,6821.666666666667,14.087466406059123,Low Risk,347.0,0,0,,0.0
708644208,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,34,5,2,4,5858.0,0,5858.0,0.853,3355.0,77.0,0.604,0.0,0.00032656,0.99967,,58448.0,4870.666666666667,0.0,Low Risk,510.0,0,0,,0.0
771862308,Existing Customer,50,M,1,College,Single,$80K - $120K,Blue,39,4,3,2,5856.0,2007,3849.0,0.727,4916.0,87.0,0.642,0.343,0.00016415,0.99984,,82351.0,6862.583333333333,29.245546502167553,Low Risk,839.0,0,0,,0.0
719118708,Attrited Customer,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,2,5855.0,0,5855.0,0.962,9202.0,80.0,0.86,0.0,0.99236,0.00764,Involuntary,33274.0,2772.8333333333335,0.0,Low Risk,479.0,0,0,,0.0
719910333,Existing Customer,43,F,3,Unknown,Unknown,Less than $40K,Blue,36,4,4,2,5853.0,1190,4663.0,0.936,3595.0,80.0,0.667,0.203,0.00024793,0.99975,,39512.0,3292.6666666666665,36.140919214415874,Medium Risk,490.0,1,4,2023-06-26 16:08:00.230337,5891.36
718025808,Existing Customer,61,M,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852.0,1935,3917.0,0.829,3689.0,55.0,0.618,0.331,0.00043049,0.99957,,65801.0,5483.416666666667,35.28821750429324,Low Risk,614.0,1,5,2024-03-12 16:08:00.230337,2264.08
779791008,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,32,6,2,3,5851.0,1660,4191.0,0.786,1572.0,38.0,0.52,0.284,0.00019311,0.99981,,81548.0,6795.666666666667,24.427331142394664,Low Risk,412.0,0,0,,0.0
820282383,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848.0,2517,3331.0,0.561,2000.0,32.0,0.28,0.43,0.99671,0.00329379,Voluntary,25166.0,2097.1666666666665,120.01907335293652,High Risk,392.0,1,1,2024-08-20 16:08:00.230337,7558.37
709434408,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,26,2,1,2,5848.0,1481,4367.0,0.711,8417.0,95.0,0.462,0.253,6.28e-05,0.99994,,55803.0,4650.25,31.847750120961237,Low Risk,469.0,1,2,2022-02-20 16:08:00.230337,876.56
717098208,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,41,5,2,2,5848.0,950,4898.0,0.726,1961.0,51.0,0.545,0.162,0.00012982,0.99987,,80841.0,6736.75,14.101755297435705,Low Risk,767.0,0,0,,0.0
788684508,Existing Customer,36,M,4,Uneducated,Married,$80K - $120K,Blue,25,4,3,3,5846.0,1732,4114.0,0.611,2056.0,41.0,0.64,0.296,0.0003262,0.99967,,108531.0,9044.25,19.150288857561435,Low Risk,313.0,0,0,,0.0
713492583,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,29,5,2,2,5845.0,0,5845.0,0.504,2308.0,35.0,0.591,0.0,0.99129,0.00871,Involuntary,23688.0,1974.0,0.0,Low Risk,339.0,1,3,2024-03-01 16:08:00.230337,9562.72
721221783,Existing Customer,62,M,2,Graduate,Single,Less than $40K,Blue,48,6,3,2,5844.0,2013,3831.0,0.478,3546.0,65.0,0.548,0.344,0.00017987,0.99982,,25872.0,2156.0,93.36734693877551,High Risk,587.0,0,0,,0.0
713330133,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,19,2,3,2,5843.0,1346,4497.0,0.641,13299.0,95.0,0.863,0.23,0.00016883,0.99983,,23299.0,1941.5833333333333,69.324863728057,High Risk,488.0,0,0,,0.0
715616358,Existing Customer,53,F,0,Graduate,Married,Unknown,Blue,36,5,4,3,5843.0,1162,4681.0,0.765,4405.0,67.0,0.811,0.199,0.00031372,0.99969,,,,,High Risk,454.0,0,0,,0.0
713857758,Attrited Customer,53,F,1,Graduate,Married,Unknown,Blue,36,6,3,1,5842.0,198,5644.0,0.396,1828.0,44.0,0.517,0.034,0.99028,0.00972,Voluntary,,,,High Risk,629.0,0,0,,0.0
718373658,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,28,6,3,0,5841.0,2463,3378.0,1.047,3817.0,81.0,0.761,0.422,6.69e-05,0.99993,,61919.0,5159.916666666667,47.733329026631566,Medium Risk,770.0,1,3,2021-10-04 16:08:00.230337,13369.68
771976683,Existing Customer,54,F,1,College,Married,Unknown,Blue,43,3,3,2,5839.0,2130,3709.0,0.687,1640.0,44.0,0.333,0.365,0.00016415,0.99984,,,,,High Risk,374.0,0,0,,0.0
798558783,Existing Customer,47,M,3,Graduate,Married,Less than $40K,Blue,41,6,1,4,5833.0,1747,4086.0,0.551,3732.0,75.0,0.531,0.3,0.00016399,0.99984,,24974.0,2081.1666666666665,83.9433010330744,High Risk,576.0,0,0,,0.0
709501683,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,24,5,1,2,5830.0,1665,4165.0,0.684,2263.0,60.0,0.714,0.286,5.17e-05,0.99995,,49738.0,4144.833333333333,40.17049338533918,Medium Risk,642.0,1,2,2023-07-22 16:08:00.230337,10480.02
709621008,Existing Customer,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,6,3,2,5826.0,1482,4344.0,0.729,4135.0,76.0,0.767,0.254,0.0002185,0.99978,,71638.0,5969.833333333333,24.824813646388787,Low Risk,724.0,0,0,,0.0
751076058,Existing Customer,44,F,4,Unknown,Married,Unknown,Blue,37,4,3,3,5826.0,0,5826.0,0.689,3756.0,73.0,0.921,0.0,0.00034872,0.99965,,,,,High Risk,810.0,0,0,,0.0
721234308,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,21,6,2,3,5825.0,1815,4010.0,1.132,2820.0,62.0,0.879,0.312,0.00019683,0.9998,,21047.0,1753.9166666666667,103.48268161733263,High Risk,481.0,0,0,,0.0
709185108,Existing Customer,38,M,3,High School,Married,$60K - $80K,Blue,26,5,4,2,5824.0,1542,4282.0,0.827,1801.0,44.0,0.571,0.265,0.00021928,0.99978,,66929.0,5577.416666666667,27.64720823559294,Low Risk,757.0,0,0,,0.0
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822.0,2387,3435.0,0.76,1804.0,49.0,0.75,0.41,0.00010684,0.99989,,25851.0,2154.25,110.80422420796101,High Risk,363.0,0,0,,0.0
711826983,Attrited Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,36,4,3,6,5822.0,0,5822.0,0.655,3240.0,38.0,0.652,0.0,0.99944,0.00055875,Involuntary,43064.0,3588.6666666666665,0.0,Low Risk,563.0,1,5,2023-04-28 16:08:00.230337,17373.0
721137558,Attrited Customer,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28,1,2,3,5821.0,894,4927.0,0.461,2011.0,42.0,0.273,0.154,0.99504,0.00495524,Voluntary,55300.0,4608.333333333333,19.3996383363472,Low Risk,483.0,1,2,2024-09-07 16:08:00.230337,10133.98
816761433,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,31,5,2,3,5821.0,764,5057.0,0.688,5291.0,96.0,0.684,0.131,0.00018612,0.99981,,108906.0,9075.5,8.418268965897195,Low Risk,559.0,0,0,,0.0
711634008,Existing Customer,42,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,2,5821.0,0,5821.0,0.859,4591.0,70.0,1.188,0.0,0.00012144,0.99988,,21277.0,1773.0833333333333,0.0,Low Risk,492.0,1,2,2024-04-21 16:08:00.230337,9516.41
708426483,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,36,4,6,1,5816.0,716,5100.0,0.923,3534.0,73.0,1.147,0.123,8.56e-05,0.99991,,27364.0,2280.3333333333335,31.398918286800175,Low Risk,705.0,0,0,,0.0
708459633,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,26,4,1,3,5815.0,1698,4117.0,0.896,1604.0,42.0,0.448,0.292,9.01e-05,0.99991,,61967.0,5163.916666666667,32.88201784820953,Low Risk,392.0,0,0,,0.0
817337958,Existing Customer,48,F,5,Doctorate,Married,Less than $40K,Blue,33,2,1,3,5814.0,1176,4638.0,0.627,3796.0,74.0,1.056,0.202,0.0001384,0.99986,,35911.0,2992.5833333333335,39.29715129069088,Medium Risk,729.0,0,0,,0.0
715932708,Existing Customer,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,4,3,1,5813.0,1614,4199.0,0.696,4365.0,75.0,0.875,0.278,0.00012373,0.99988,,65693.0,5474.416666666667,29.482593274778136,Low Risk,733.0,0,0,,0.0
719625933,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,2,1,5807.0,1143,4664.0,0.785,8000.0,96.0,0.412,0.197,7.12e-05,0.99993,,199767.0,16647.25,6.8659988887053425,Low Risk,703.0,0,0,,0.0
714862083,Existing Customer,41,F,4,Uneducated,Single,Unknown,Blue,33,6,4,3,5802.0,2490,3312.0,0.849,3386.0,53.0,1.038,0.429,0.00039421,0.99961,,,,,High Risk,733.0,0,0,,0.0
720906033,Existing Customer,35,M,1,Graduate,Married,$40K - $60K,Blue,25,5,4,4,5801.0,1176,4625.0,1.12,2987.0,52.0,0.857,0.203,0.00058531,0.99941,,40613.0,3384.4166666666665,34.74749464457194,Low Risk,411.0,1,5,2023-11-05 16:08:00.230337,6538.71
717471933,Existing Customer,45,M,2,Unknown,Married,$40K - $60K,Blue,27,2,2,3,5800.0,1434,4366.0,0.715,8202.0,89.0,0.679,0.247,0.00021042,0.99979,,48174.0,4014.5,35.720513139867975,Low Risk,674.0,1,2,2024-04-19 16:08:00.230337,16833.47
814483608,Attrited Customer,47,F,4,Graduate,Divorced,Less than $40K,Blue,42,1,3,3,5798.0,2517,3281.0,0.58,1860.0,43.0,0.433,0.434,0.99686,0.00314112,Involuntary,35846.0,2987.1666666666665,84.26044746973163,High Risk,488.0,0,0,,0.0
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,5,3,2,5798.0,1794,4004.0,0.564,1724.0,45.0,0.452,0.309,0.00018665,0.99981,,28099.0,2341.5833333333335,76.61482615039681,High Risk,358.0,1,5,2021-03-20 16:08:00.230337,18120.17
720789933,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,32,2,1,1,5798.0,680,5118.0,0.708,5027.0,82.0,0.64,0.117,3.48e-05,0.99997,,,,,High Risk,342.0,0,0,,0.0
710670633,Existing Customer,40,M,4,High School,Married,$60K - $80K,Blue,36,6,3,3,5797.0,1779,4018.0,0.785,2131.0,33.0,0.571,0.307,0.00030842,0.99969,,70932.0,5911.0,30.096430384029777,Low Risk,506.0,0,0,,0.0
763681908,Existing Customer,34,F,3,Unknown,Married,Less than $40K,Blue,27,1,2,1,5795.0,924,4871.0,0.86,5674.0,78.0,0.857,0.159,7.83e-05,0.99992,,28890.0,2407.5,38.38006230529595,Medium Risk,595.0,1,1,2023-09-18 16:08:00.230337,19569.42
711416958,Existing Customer,33,F,2,Graduate,Single,Unknown,Blue,21,3,3,2,5795.0,0,5795.0,0.746,2322.0,65.0,0.585,0.0,0.00017987,0.99982,,,,,High Risk,417.0,0,0,,0.0
713181558,Existing Customer,55,F,2,Doctorate,Married,Unknown,Blue,47,6,1,3,5794.0,0,5794.0,0.732,4201.0,73.0,0.587,0.0,0.00013405,0.99987,,,,,High Risk,831.0,0,0,,0.0
711389358,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5,3,2,5791.0,2517,3274.0,0.69,2516.0,64.0,0.641,0.435,0.99467,0.00533,Voluntary,45555.0,3796.25,66.30227197892657,High Risk,394.0,1,5,2021-04-13 16:08:00.230337,19633.58
715575258,Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Blue,35,1,6,3,5791.0,1957,3834.0,0.654,7823.0,93.0,0.722,0.338,0.00023881,0.99976,,45621.0,3801.75,51.476293812060234,High Risk,521.0,1,4,2024-02-06 16:08:00.230337,19618.26
714462558,Existing Customer,44,F,5,Unknown,Married,Unknown,Blue,36,4,2,3,5791.0,0,5791.0,0.645,4556.0,67.0,0.861,0.0,0.00021724,0.99978,,,,,High Risk,465.0,0,0,,0.0
712716108,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785.0,2130,3655.0,0.813,7950.0,86.0,0.593,0.368,3.32e-05,0.99997,,39173.0,3264.4166666666665,65.2490235621474,High Risk,455.0,0,0,,0.0
711777633,Existing Customer,41,M,3,Graduate,Divorced,$60K - $80K,Blue,27,5,2,2,5784.0,0,5784.0,0.851,4173.0,80.0,0.86,0.0,0.00011811,0.99988,,78584.0,6548.666666666667,0.0,Low Risk,483.0,0,0,,0.0
718876683,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168,4613.0,0.638,1600.0,32.0,0.455,0.202,4.4e-05,0.99996,,27648.0,2304.0,50.69444444444444,High Risk,389.0,0,0,,0.0
717310458,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,27,3,3,2,5780.0,938,4842.0,0.988,2960.0,65.0,0.757,0.162,0.00018665,0.99981,,27892.0,2324.3333333333335,40.3556575362111,Medium Risk,393.0,1,4,2023-08-22 16:08:00.230337,14383.2
710161083,Attrited Customer,62,F,0,Uneducated,Single,Less than $40K,Blue,36,6,3,3,5780.0,0,5780.0,0.394,6613.0,40.0,0.429,0.0,0.99627,0.00373147,Involuntary,29570.0,2464.1666666666665,0.0,Low Risk,307.0,0,0,,0.0
714633858,Existing Customer,35,F,2,College,Married,Less than $40K,Blue,18,3,3,2,5779.0,2517,3262.0,1.201,2102.0,32.0,1.133,0.436,0.00017488,0.99983,,26766.0,2230.5,112.84465366509751,High Risk,312.0,0,0,,0.0
713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776.0,874,4902.0,0.894,4029.0,72.0,0.636,0.151,7.2e-05,0.99993,,48365.0,4030.4166666666665,21.685102863641063,Low Risk,737.0,0,0,,0.0
708776658,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,43,6,3,2,5774.0,1519,4255.0,0.458,4444.0,70.0,0.667,0.263,0.00019771,0.9998,,119115.0,9926.25,15.302858582042564,Low Risk,837.0,0,0,,0.0
712667958,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,36,4,3,2,5773.0,2024,3749.0,0.977,3732.0,71.0,0.972,0.351,0.00019396,0.99981,,157163.0,13096.916666666666,15.454019075736655,Low Risk,449.0,1,2,2023-04-10 16:08:00.230337,11471.73
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,31,3,1,0,5773.0,0,5773.0,0.67,1306.0,39.0,0.5,0.0,2.07e-05,0.99998,,22598.0,1883.1666666666667,0.0,Low Risk,307.0,0,0,,0.0
779562633,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,3523.0,1.791,1387.0,18.0,0.8,0.39,7.06e-05,0.99993,,45524.0,3793.6666666666665,59.256655829891926,High Risk,328.0,0,0,,0.0
712627083,Attrited Customer,38,M,4,Uneducated,Married,$80K - $120K,Blue,25,5,2,4,5768.0,0,5768.0,0.924,9867.0,78.0,0.902,0.0,0.99717,0.0028308,Voluntary,113127.0,9427.25,0.0,Low Risk,652.0,0,0,,0.0
720662508,Existing Customer,39,M,1,Graduate,Married,$120K +,Blue,25,6,3,2,5764.0,1529,4235.0,1.356,1972.0,38.0,0.52,0.265,0.00016883,0.99983,,197163.0,16430.25,9.306005690722904,Low Risk,595.0,1,4,2021-02-27 16:08:00.230337,3860.72
778272408,Attrited Customer,52,M,1,Unknown,Divorced,$80K - $120K,Blue,42,4,4,2,5763.0,0,5763.0,0.615,2310.0,48.0,0.714,0.0,0.99556,0.00443803,Involuntary,119044.0,9920.333333333334,0.0,Low Risk,403.0,0,0,,0.0
710942358,Existing Customer,47,M,4,Unknown,Single,$40K - $60K,Blue,36,3,3,3,5762.0,1890,3872.0,0.938,3814.0,88.0,0.66,0.328,0.00034872,0.99965,,56415.0,4701.25,40.202073916511566,Medium Risk,639.0,0,0,,0.0
721179708,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,37,4,2,3,5758.0,0,5758.0,0.433,4422.0,76.0,0.407,0.0,0.00021042,0.99979,,34219.0,2851.5833333333335,0.0,Low Risk,738.0,1,5,2021-07-23 16:08:00.230337,15457.73
717759783,Existing Customer,47,F,4,Unknown,Single,Unknown,Blue,34,1,3,2,5756.0,860,4896.0,0.708,5298.0,72.0,0.714,0.149,0.00020735,0.99979,,,,,High Risk,443.0,0,0,,0.0
713049933,Existing Customer,65,F,1,High School,Married,Unknown,Blue,36,5,2,2,5756.0,0,5756.0,1.046,2144.0,44.0,0.63,0.0,0.00010386,0.9999,,,,,High Risk,818.0,1,1,2021-07-30 16:08:00.230337,14830.16
718068933,Existing Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,4,5750.0,1521,4229.0,0.837,2155.0,61.0,0.605,0.265,0.00034841,0.99965,,26101.0,2175.0833333333335,69.92835523543158,High Risk,344.0,0,0,,0.0
794504658,Existing Customer,39,M,1,Unknown,Married,$60K - $80K,Blue,24,6,3,0,5746.0,1829,3917.0,0.649,1562.0,44.0,0.913,0.318,6.85e-05,0.99993,,77859.0,6488.25,28.189419334951644,Low Risk,538.0,0,0,,0.0
711852783,Existing Customer,46,M,2,Unknown,Married,$60K - $80K,Blue,36,3,2,2,5746.0,1572,4174.0,0.937,3446.0,56.0,1.0,0.274,0.00012511,0.99987,,63019.0,5251.583333333333,29.933829479998096,Low Risk,454.0,0,0,,0.0
781131483,Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,47,3,1,4,5741.0,1894,3847.0,1.111,2170.0,51.0,0.962,0.33,0.00015363,0.99985,,109285.0,9107.083333333334,20.796998673193944,Low Risk,480.0,0,0,,0.0
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,42,6,1,0,5738.0,1112,4626.0,1.519,1922.0,48.0,0.655,0.194,2.07e-05,0.99998,,104776.0,8731.333333333334,12.735741009391463,Low Risk,514.0,1,5,2025-05-15 16:08:00.230337,16926.84
780203883,Existing Customer,43,F,3,Doctorate,Divorced,Unknown,Blue,33,6,3,2,5738.0,0,5738.0,0.852,4375.0,73.0,0.622,0.0,0.00027008,0.99973,,,,,High Risk,387.0,0,0,,0.0
779709033,Existing Customer,46,M,4,Unknown,Married,$60K - $80K,Blue,29,6,3,2,5735.0,2410,3325.0,0.616,3908.0,75.0,0.63,0.42,0.00020735,0.99979,,67891.0,5657.583333333333,42.59769336141757,Medium Risk,555.0,0,0,,0.0
715493733,Attrited Customer,53,M,2,Graduate,Married,$40K - $60K,Blue,36,2,3,4,5735.0,0,5735.0,1.009,9088.0,64.0,0.684,0.0,0.99807,0.00193323,Voluntary,52883.0,4406.916666666667,0.0,Low Risk,564.0,0,0,,0.0
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,0,5731.0,1577,4154.0,0.657,1554.0,26.0,0.444,0.275,8.1e-05,0.99992,,67183.0,5598.583333333333,28.16784007859131,Low Risk,810.0,0,0,,0.0
711345258,Existing Customer,52,F,2,High School,Married,$40K - $60K,Blue,44,3,3,1,5731.0,0,5731.0,0.685,4751.0,85.0,0.932,0.0,0.00010545,0.99989,,51664.0,4305.333333333333,0.0,Low Risk,372.0,0,0,,0.0
792864858,Existing Customer,47,M,4,Unknown,Unknown,Less than $40K,Blue,37,6,3,3,5726.0,834,4892.0,0.569,2311.0,58.0,0.487,0.146,0.00034872,0.99965,,33483.0,2790.25,29.889794821252575,Low Risk,478.0,0,0,,0.0
794665608,Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,33,4,2,3,5724.0,582,5142.0,0.817,4510.0,59.0,0.903,0.102,0.00019864,0.9998,,59318.0,4943.166666666667,11.773829191813615,Low Risk,511.0,1,3,2024-06-06 16:08:00.230337,9517.8
708099183,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,5723.0,1873,3850.0,0.851,2732.0,63.0,0.853,0.327,0.00011065,0.99989,,30384.0,2532.0,73.97314375987362,High Risk,533.0,0,0,,0.0
798451908,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,30,1,3,2,5723.0,0,5723.0,0.85,12403.0,120.0,0.69,0.0,0.00017987,0.99982,,31476.0,2623.0,0.0,Low Risk,764.0,0,0,,0.0
713723433,Existing Customer,52,F,4,High School,Single,Less than $40K,Blue,44,1,1,3,5721.0,0,5721.0,0.57,4188.0,79.0,0.881,0.0,9.44e-05,0.99991,,36211.0,3017.5833333333335,0.0,Low Risk,522.0,0,0,,0.0
715480983,Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36,5,2,3,5719.0,892,4827.0,0.589,3403.0,68.0,0.417,0.156,0.00018612,0.99981,,21007.0,1750.5833333333333,50.95444375684296,High Risk,563.0,0,0,,0.0
779405133,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,29,4,3,1,5716.0,623,5093.0,0.673,4387.0,79.0,0.881,0.109,0.00010944,0.99989,,27056.0,2254.6666666666665,27.631578947368425,Low Risk,506.0,1,2,2023-01-21 16:08:00.230337,17902.22
770262183,Existing Customer,31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715.0,1741,3974.0,0.816,2324.0,67.0,1.03,0.305,0.00010043,0.9999,,30604.0,2550.3333333333335,68.26558619788263,High Risk,665.0,0,0,,0.0
712606158,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,42,4,1,2,5715.0,1214,4501.0,0.858,3685.0,63.0,0.658,0.212,5.94e-05,0.99994,,70478.0,5873.166666666667,20.67028008740316,Low Risk,575.0,0,0,,0.0
779116158,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,31,5,2,1,5714.0,868,4846.0,0.636,4331.0,85.0,0.7,0.152,7.08e-05,0.99993,,21591.0,1799.25,48.242323190218144,Medium Risk,679.0,1,1,2021-11-18 16:08:00.230337,14514.15
718368333,Existing Customer,26,M,0,College,Unknown,Less than $40K,Blue,13,6,1,2,5713.0,789,4924.0,0.678,3323.0,61.0,0.525,0.138,4.6e-05,0.99995,,35356.0,2946.3333333333335,26.779047403552436,Low Risk,608.0,0,0,,0.0
713630733,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,24,5,3,3,5712.0,1955,3757.0,0.969,2617.0,54.0,0.8,0.342,0.00030251,0.9997,,20041.0,1670.0833333333333,117.06002694476325,High Risk,567.0,0,0,,0.0
772036233,Existing Customer,62,M,1,Graduate,Single,$80K - $120K,Blue,51,6,2,3,5711.0,0,5711.0,0.583,4320.0,72.0,0.674,0.0,0.00017969,0.99982,,117126.0,9760.5,0.0,Low Risk,363.0,0,0,,0.0
769720683,Existing Customer,50,F,1,Graduate,Married,Unknown,Blue,44,5,2,2,5708.0,1884,3824.0,0.791,4914.0,60.0,0.765,0.33,0.00010684,0.99989,,,,,High Risk,649.0,0,0,,0.0
713987808,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,33,4,2,2,5702.0,2165,3537.0,0.79,14970.0,120.0,0.935,0.38,0.00011483,0.99989,,27957.0,2329.75,92.92842579675931,High Risk,793.0,0,0,,0.0
771682533,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,31,4,3,2,5702.0,0,5702.0,0.773,3928.0,75.0,0.744,0.0,0.00020516,0.99979,,25512.0,2126.0,0.0,Low Risk,822.0,0,0,,0.0
768490458,Attrited Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,3,3,5701.0,2517,3184.0,0.716,961.0,32.0,0.524,0.442,0.9968,0.00320374,Involuntary,102520.0,8543.333333333334,29.46156847444401,Low Risk,524.0,0,0,,0.0
712884408,Existing Customer,43,F,1,High School,Single,Unknown,Blue,30,3,2,0,5700.0,1904,3796.0,0.649,7939.0,95.0,0.61,0.334,3.83e-05,0.99996,,,,,High Risk,397.0,1,2,2024-12-24 16:08:00.230337,3836.94
793461933,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,31,4,2,4,5699.0,1006,4693.0,0.734,2835.0,57.0,0.9,0.177,0.00032942,0.99967,,112599.0,9383.25,10.721231982522047,Low Risk,370.0,0,0,,0.0
789362058,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,42,3,2,0,5693.0,0,5693.0,0.928,4003.0,64.0,0.684,0.0,4.53e-05,0.99995,,75984.0,6332.0,0.0,Low Risk,663.0,0,0,,0.0
720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5688.0,914,4774.0,1.099,1824.0,53.0,1.038,0.161,0.00044282,0.99956,,32207.0,2683.9166666666665,34.05470860371969,Low Risk,575.0,0,0,,0.0
717646008,Existing Customer,61,F,1,College,Married,Unknown,Blue,46,6,2,2,5686.0,0,5686.0,1.027,4338.0,67.0,0.675,0.0,0.00010387,0.9999,,,,,High Risk,349.0,0,0,,0.0
713426358,Existing Customer,28,F,0,College,Married,Unknown,Blue,36,3,2,3,5685.0,0,5685.0,1.334,2395.0,62.0,1.0,0.0,0.00015971,0.99984,,,,,High Risk,657.0,0,0,,0.0
716602683,Existing Customer,49,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,2,5678.0,2082,3596.0,0.83,5092.0,70.0,0.707,0.367,0.00018665,0.99981,,46209.0,3850.75,54.06738946958385,High Risk,784.0,0,0,,0.0
