CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Type
718311933,Attrited Customer,53,F,4,Doctorate,Married,Less than $40K,Blue,37,6,2,2,3719.0,2517,1202.0,0.666,2587.0,43.0,0.536,0.677,0.99425,0.00575,Voluntary
718558758,Attrited Customer,34,M,1,Unknown,Single,$80K - $120K,Blue,22,1,2,2,3711.0,1413,2298.0,0.175,3922.0,51.0,0.645,0.381,0.99156,0.00844,Involuntary
779134458,Attrited Customer,33,F,1,Doctorate,Single,Less than $40K,Blue,15,1,1,3,3709.0,1180,2529.0,0.645,8130.0,74.0,0.897,0.318,0.99212,0.00788,Voluntary
710878308,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,37,1,2,3,3699.0,913,2786.0,0.866,7297.0,71.0,0.69,0.247,0.99504,0.00495524,Involuntary
708702258,Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698.0,478,3220.0,0.611,2051.0,31.0,0.632,0.129,0.99183,0.00817,Voluntary
823615983,Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,50,2,1,3,3682.0,2517,1165.0,0.379,1642.0,35.0,0.25,0.684,0.98961,0.01039,Involuntary
714684933,Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680.0,0,3680.0,0.729,2725.0,41.0,0.577,0.0,0.99462,0.00538,Voluntary
716977758,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675.0,2517,1158.0,0.766,1913.0,35.0,0.667,0.685,0.99143,0.00857,Involuntary
720711483,Attrited Customer,56,F,1,High School,Married,Unknown,Blue,42,5,2,3,3674.0,2517,1157.0,0.854,2608.0,45.0,0.731,0.685,0.99431,0.00569,Voluntary
710406633,Attrited Customer,51,F,3,Uneducated,Married,Unknown,Blue,36,3,3,2,3664.0,0,3664.0,0.839,1168.0,31.0,0.409,0.0,0.99482,0.00518,Involuntary
715485483,Attrited Customer,39,F,5,Graduate,Married,Less than $40K,Blue,36,3,3,3,3664.0,0,3664.0,0.419,1479.0,44.0,0.913,0.0,0.99681,0.00319072,Voluntary
712329933,Attrited Customer,47,F,1,High School,Unknown,Less than $40K,Blue,41,6,3,2,3654.0,0,3654.0,0.63,1998.0,44.0,0.467,0.0,0.99395,0.00605,Involuntary
714983283,Attrited Customer,39,F,3,High School,Single,Less than $40K,Blue,36,6,1,3,3651.0,0,3651.0,0.977,862.0,19.0,1.111,0.0,0.98941,0.01059,Voluntary
714948858,Attrited Customer,50,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,3647.0,2517,1130.0,0.842,2935.0,58.0,0.933,0.69,0.99207,0.00793,Involuntary
712369308,Attrited Customer,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646.0,1047,2599.0,0.633,1969.0,38.0,0.52,0.287,0.99635,0.00364906,Voluntary
827476983,Attrited Customer,56,F,2,College,Single,Less than $40K,Blue,52,3,5,1,3639.0,2178,1461.0,0.451,1865.0,42.0,0.5,0.599,0.99158,0.00842,Involuntary
719299533,Attrited Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,2,3,2,3626.0,795,2831.0,0.896,2954.0,42.0,0.556,0.219,0.99464,0.00536,Voluntary
787515333,Attrited Customer,40,M,3,Uneducated,Married,$80K - $120K,Blue,29,3,2,3,3616.0,1151,2465.0,0.687,820.0,21.0,0.75,0.318,0.99513,0.00487126,Involuntary
772390908,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616.0,1054,2562.0,0.616,687.0,17.0,0.545,0.291,0.99673,0.00326713,Voluntary
714213708,Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,25,4,3,2,3611.0,2517,1094.0,0.537,2178.0,45.0,0.552,0.697,0.99452,0.00548,Involuntary
714479358,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,36,6,3,3,3610.0,1554,2056.0,0.501,2216.0,34.0,0.308,0.43,0.99683,0.00317458,Voluntary
716199408,Attrited Customer,52,F,2,Graduate,Single,Unknown,Blue,41,2,3,3,3608.0,2517,1091.0,1.057,4907.0,53.0,0.559,0.698,0.99671,0.00329379,Involuntary
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607.0,0,3607.0,0.504,2013.0,35.0,0.458,0.0,0.9949,0.0051,Voluntary
713736333,Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,36,1,3,4,3606.0,0,3606.0,0.37,1829.0,41.0,0.519,0.0,0.99819,0.00181217,Involuntary
720251358,Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591.0,2517,1074.0,0.665,2313.0,43.0,0.536,0.701,0.99061,0.00939,Voluntary
771544533,Attrited Customer,42,F,5,High School,Married,Unknown,Blue,30,3,1,4,3578.0,0,3578.0,0.759,1015.0,36.0,0.44,0.0,0.99374,0.00626,Involuntary
712120608,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27,3,2,3,3575.0,1884,1691.0,0.384,861.0,15.0,1.5,0.527,0.99485,0.00515,Voluntary
720748608,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,3575.0,0,3575.0,0.843,7672.0,66.0,0.737,0.0,0.99161,0.00839,Involuntary
789358908,Attrited Customer,53,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573.0,0,3573.0,0.842,2562.0,36.0,0.44,0.0,0.99137,0.00863,Voluntary
718515483,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,52,2,3,5,3570.0,2517,1053.0,0.69,3289.0,47.0,0.958,0.705,0.9987,0.00130267,Involuntary
716873733,Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556.0,2517,1039.0,0.651,2639.0,53.0,0.71,0.708,0.99733,0.00267072,Voluntary
708885558,Attrited Customer,56,F,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556.0,0,3556.0,0.596,2220.0,45.0,0.731,0.0,0.99458,0.00542,Involuntary
719742108,Attrited Customer,38,F,1,High School,Single,Less than $40K,Blue,26,5,2,4,3554.0,0,3554.0,0.782,2372.0,44.0,0.63,0.0,0.99666,0.00334364,Voluntary
720531633,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,3552.0,2517,1035.0,0.865,2665.0,36.0,0.333,0.709,0.99073,0.00927,Involuntary
715445058,Attrited Customer,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547.0,2517,1030.0,0.805,2715.0,45.0,0.731,0.71,0.99871,0.00128895,Voluntary
719630358,Attrited Customer,50,F,4,High School,Married,Less than $40K,Blue,36,1,3,2,3546.0,0,3546.0,0.791,2616.0,47.0,0.469,0.0,0.99458,0.00542,Involuntary
812247033,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,46,5,5,2,3536.0,0,3536.0,0.542,3281.0,39.0,0.393,0.0,0.99536,0.00464271,Voluntary
709660233,Attrited Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,44,1,2,4,3526.0,2429,1097.0,0.712,7775.0,63.0,0.909,0.689,0.99732,0.00267667,Involuntary
716421633,Attrited Customer,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,3523.0,0,3523.0,0.973,3174.0,44.0,0.222,0.0,0.99706,0.00294141,Voluntary
714634983,Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36,3,3,3,3517.0,0,3517.0,0.634,2403.0,48.0,0.548,0.0,0.99681,0.00319278,Involuntary
772341783,Attrited Customer,45,F,3,High School,Single,Unknown,Blue,35,3,2,6,3512.0,2517,995.0,0.597,1801.0,48.0,0.548,0.717,0.999,0.00099804,Voluntary
714010383,Attrited Customer,47,F,5,Uneducated,Single,Unknown,Blue,40,5,4,5,3502.0,0,3502.0,0.531,1895.0,42.0,0.4,0.0,0.99913,0.00087171,Involuntary
794707083,Attrited Customer,50,M,2,College,Single,$80K - $120K,Blue,44,5,2,4,3495.0,0,3495.0,0.639,2131.0,41.0,0.464,0.0,0.99686,0.0031388,Voluntary
721351983,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3492.0,2517,975.0,0.6,2510.0,47.0,0.621,0.721,0.99694,0.00305523,Involuntary
780720258,Attrited Customer,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489.0,2517,972.0,0.721,2684.0,39.0,0.56,0.721,0.9949,0.0051,Voluntary
803115258,Attrited Customer,62,M,0,College,Unknown,$40K - $60K,Blue,56,2,6,2,3477.0,0,3477.0,0.436,2113.0,40.0,0.739,0.0,0.99163,0.00837,Involuntary
720963258,Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,40,3,2,3,3474.0,0,3474.0,0.735,2675.0,37.0,0.48,0.0,0.99485,0.00515,Voluntary
787747308,Attrited Customer,49,F,4,Uneducated,Unknown,Less than $40K,Blue,39,6,3,2,3468.0,2517,951.0,0.746,2494.0,39.0,0.345,0.726,0.99487,0.00513,Involuntary
767404083,Attrited Customer,52,M,2,Graduate,Single,$60K - $80K,Blue,45,2,3,3,3460.0,0,3460.0,0.466,2355.0,47.0,0.621,0.0,0.99671,0.00329379,Voluntary
709709283,Attrited Customer,38,M,3,College,Single,$40K - $60K,Blue,19,1,2,4,3458.0,321,3137.0,0.586,2256.0,40.0,0.29,0.093,0.99697,0.00302519,Involuntary
789328083,Attrited Customer,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,3454.0,0,3454.0,0.862,2826.0,39.0,0.625,0.0,0.99677,0.00323086,Voluntary
720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,Blue,33,1,3,4,3443.0,0,3443.0,0.832,2505.0,45.0,0.452,0.0,0.99814,0.00186317,Involuntary
785237958,Attrited Customer,45,M,5,College,Married,$60K - $80K,Blue,39,2,3,3,3439.0,0,3439.0,0.825,2661.0,35.0,0.296,0.0,0.99672,0.00328158,Voluntary
716881683,Attrited Customer,45,M,5,Uneducated,Married,$80K - $120K,Blue,34,2,3,3,3435.0,2517,918.0,0.332,5567.0,51.0,0.545,0.733,0.9969,0.00310348,Involuntary
716279508,Attrited Customer,48,M,3,College,Married,$80K - $120K,Blue,41,2,3,3,3430.0,2517,913.0,0.869,2639.0,46.0,0.643,0.734,0.99674,0.00326498,Voluntary
721124658,Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,2,3,3427.0,0,3427.0,0.5,2625.0,63.0,0.5,0.0,0.99513,0.00487126,Involuntary
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423.0,0,3423.0,0.505,2229.0,45.0,0.406,0.0,0.98937,0.01063,Voluntary
708083283,Attrited Customer,58,M,0,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3421.0,2517,904.0,0.992,992.0,21.0,0.4,0.736,0.98869,0.01131,Involuntary
712770408,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,3413.0,0,3413.0,0.593,2285.0,40.0,0.429,0.0,0.99447,0.00553,Voluntary
782802033,Attrited Customer,45,F,4,Unknown,Married,Less than $40K,Blue,39,3,2,2,3411.0,1472,1939.0,0.585,2108.0,55.0,0.618,0.432,0.99244,0.00756,Involuntary
719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401.0,0,3401.0,0.898,744.0,18.0,1.0,0.0,0.98217,0.01783,Voluntary
716486508,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,6,2,2,3399.0,0,3399.0,0.991,5529.0,78.0,0.66,0.0,0.99137,0.00863,Involuntary
713163258,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388.0,0,3388.0,0.368,1959.0,52.0,0.857,0.0,0.997,0.00299743,Voluntary
708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510.0,24.0,0.6,0.0,0.99432,0.00568,Involuntary
708373083,Attrited Customer,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,3356.0,2517,839.0,0.583,2032.0,39.0,0.147,0.75,0.99832,0.00167742,Voluntary
771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353.0,0,3353.0,1.021,960.0,18.0,0.385,0.0,0.99605,0.00394582,Involuntary
811475733,Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339.0,0,3339.0,0.694,2432.0,48.0,0.6,0.0,0.99431,0.00569,Voluntary
716099958,Attrited Customer,39,F,5,Unknown,Married,$40K - $60K,Blue,31,3,3,6,3333.0,1867,1466.0,0.947,3348.0,50.0,0.282,0.56,0.99944,0.0005616,Involuntary
714620358,Attrited Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,30,3,3,4,3328.0,2517,811.0,0.553,2196.0,47.0,0.621,0.756,0.99807,0.00193323,Voluntary
713259858,Attrited Customer,26,M,0,High School,Single,$40K - $60K,Blue,15,3,1,3,3324.0,0,3324.0,0.537,982.0,22.0,0.692,0.0,0.98723,0.01277,Involuntary
717529233,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,30,4,3,2,3319.0,0,3319.0,0.262,4840.0,44.0,0.375,0.0,0.99467,0.00533,Voluntary
709199358,Attrited Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,36,1,3,4,3316.0,0,3316.0,0.372,1684.0,19.0,0.188,0.0,0.998,0.002003,Involuntary
711683358,Attrited Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,3,4,3313.0,0,3313.0,0.561,2135.0,44.0,0.419,0.0,0.99808,0.00191647,Voluntary
712373208,Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,2,3312.0,0,3312.0,0.698,647.0,19.0,0.462,0.0,0.99631,0.00368792,Involuntary
717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304.0,0,3304.0,0.532,1731.0,32.0,0.28,0.0,0.99697,0.00302546,Voluntary
712434708,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,39,5,3,2,3302.0,2517,785.0,0.705,2682.0,47.0,0.516,0.762,0.99452,0.00548,Involuntary
716697708,Attrited Customer,61,F,1,High School,Single,Unknown,Blue,52,3,2,4,3293.0,0,3293.0,0.838,3121.0,56.0,0.867,0.0,0.99666,0.00334364,Voluntary
803113383,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292.0,0,3292.0,0.482,2222.0,54.0,0.636,0.0,0.99717,0.00282527,Involuntary
768243858,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288.0,2517,771.0,0.84,2717.0,46.0,0.438,0.766,0.9973,0.00270332,Voluntary
789122808,Attrited Customer,41,F,4,College,Married,$40K - $60K,Blue,29,5,2,3,3281.0,0,3281.0,0.875,2907.0,45.0,0.406,0.0,0.9949,0.0051,Involuntary
827964858,Attrited Customer,58,F,1,Uneducated,Divorced,Unknown,Blue,54,3,5,3,3266.0,859,2407.0,0.74,2151.0,46.0,0.438,0.263,0.99694,0.00305631,Voluntary
719859033,Attrited Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,20,2,2,2,3264.0,0,3264.0,0.549,6439.0,63.0,0.75,0.0,0.99161,0.00839,Involuntary
721003008,Attrited Customer,36,F,4,Graduate,Married,Less than $40K,Blue,24,3,2,2,3261.0,2517,744.0,0.378,856.0,18.0,0.059,0.772,0.99169,0.00831,Voluntary
714076683,Attrited Customer,29,F,0,College,Married,Less than $40K,Blue,19,2,1,2,3261.0,2517,744.0,0.636,2461.0,54.0,0.742,0.772,0.9787,0.0213,Involuntary
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261.0,0,3261.0,1.012,3081.0,50.0,0.667,0.0,0.98616,0.01384,Voluntary
720504633,Attrited Customer,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,32,6,2,3,3254.0,0,3254.0,0.733,967.0,24.0,1.182,0.0,0.99495,0.00505,Involuntary
720824883,Attrited Customer,48,F,1,Unknown,Single,Less than $40K,Blue,40,3,1,2,3251.0,2517,734.0,0.739,2483.0,50.0,0.471,0.774,0.98271,0.01729,Voluntary
712597233,Attrited Customer,37,M,2,Uneducated,Unknown,$40K - $60K,Blue,36,2,3,2,3250.0,1721,1529.0,0.446,1714.0,32.0,0.391,0.53,0.99462,0.00538,Involuntary
708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245.0,0,3245.0,0.553,1977.0,29.0,0.261,0.0,0.99497,0.00503,Voluntary
708229308,Attrited Customer,49,F,2,Unknown,Married,Less than $40K,Blue,41,5,2,2,3243.0,0,3243.0,0.685,6059.0,71.0,0.821,0.0,0.99207,0.00793,Involuntary
710438358,Attrited Customer,42,F,1,Uneducated,Single,Less than $40K,Blue,35,4,3,3,3241.0,0,3241.0,0.442,2152.0,43.0,0.303,0.0,0.99659,0.00341249,Voluntary
716315508,Attrited Customer,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,2,5,3233.0,2517,716.0,0.0,1339.0,32.0,0.0,0.779,0.99855,0.00144667,Involuntary
713772333,Attrited Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,4,3,1,3223.0,243,2980.0,0.433,1979.0,38.0,0.462,0.075,0.99198,0.00802,Voluntary
717646983,Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,49,4,3,4,3214.0,424,2790.0,0.877,2720.0,53.0,0.71,0.132,0.99794,0.00205937,Involuntary
713957283,Attrited Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214.0,0,3214.0,0.435,2119.0,44.0,0.517,0.0,0.99518,0.00481999,Voluntary
708953883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,0.713,757.0,20.0,0.25,0.0,0.98692,0.01308,Involuntary
709850508,Attrited Customer,33,F,2,Graduate,Married,Less than $40K,Blue,20,3,2,5,3202.0,0,3202.0,1.012,2917.0,37.0,0.682,0.0,0.99823,0.00176584,Voluntary
798041508,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201.0,2517,684.0,0.445,1880.0,42.0,0.355,0.786,0.99473,0.00527,Involuntary
720891633,Attrited Customer,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199.0,0,3199.0,1.047,4805.0,59.0,0.639,0.0,0.98167,0.01833,Voluntary
711669258,Attrited Customer,50,F,3,Uneducated,Single,Unknown,Blue,36,2,3,3,3187.0,986,2201.0,0.615,2381.0,47.0,0.516,0.309,0.99691,0.00308778,Involuntary
739594758,Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,3,2,3181.0,2517,664.0,0.595,818.0,16.0,0.455,0.791,0.99447,0.00553,Voluntary
714789033,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,50,3,3,3,3173.0,2517,656.0,0.619,2763.0,51.0,0.821,0.793,0.99649,0.00350838,Involuntary
716963283,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,38,2,2,3,3165.0,2517,648.0,0.748,2751.0,49.0,1.042,0.795,0.99499,0.00501,Voluntary
794554683,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,26,4,2,2,3159.0,0,3159.0,0.916,2925.0,46.0,0.353,0.0,0.99169,0.00831,Involuntary
708575058,Attrited Customer,46,F,3,Uneducated,Divorced,$40K - $60K,Blue,39,2,3,2,3157.0,965,2192.0,0.928,3300.0,58.0,0.568,0.306,0.99482,0.00518,Voluntary
713312208,Attrited Customer,53,M,1,High School,Married,$40K - $60K,Blue,43,1,2,3,3146.0,0,3146.0,0.414,1868.0,38.0,0.31,0.0,0.99431,0.00569,Involuntary
757854858,Attrited Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143.0,0,3143.0,0.764,2297.0,37.0,0.321,0.0,0.99824,0.00175907,Voluntary
716329383,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138.0,986,2152.0,1.002,4724.0,56.0,0.806,0.314,0.99499,0.00501,Involuntary
716368008,Attrited Customer,54,F,1,Graduate,Married,Unknown,Blue,36,4,2,2,3137.0,959,2178.0,1.008,2925.0,41.0,0.414,0.306,0.99073,0.00927,Voluntary
711102858,Attrited Customer,48,F,2,Doctorate,Single,Unknown,Blue,36,4,2,3,3137.0,860,2277.0,0.304,1618.0,34.0,0.097,0.274,0.9964,0.00359603,Involuntary
738899658,Attrited Customer,45,F,2,Graduate,Single,Unknown,Blue,38,6,2,3,3120.0,2517,603.0,0.736,2468.0,43.0,0.536,0.807,0.9948,0.0052,Voluntary
814091058,Attrited Customer,38,F,1,College,Single,Less than $40K,Blue,33,6,2,3,3119.0,2517,602.0,0.722,2492.0,50.0,0.515,0.807,0.99431,0.00569,Involuntary
772162683,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,23,6,2,2,3116.0,0,3116.0,0.698,2768.0,45.0,0.667,0.0,0.99129,0.00871,Voluntary
708584208,Attrited Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111.0,2517,594.0,0.646,2367.0,41.0,0.519,0.809,0.99695,0.00305189,Involuntary
798553158,Attrited Customer,62,F,1,Graduate,Single,Less than $40K,Blue,56,1,2,1,3109.0,0,3109.0,1.054,5470.0,72.0,0.674,0.0,0.98472,0.01528,Voluntary
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3,3106.0,1120,1986.0,1.045,683.0,17.0,0.7,0.361,0.9968,0.00320374,Involuntary
710570058,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101.0,0,3101.0,0.66,2512.0,37.0,0.37,0.0,0.99675,0.00325077,Voluntary
717664008,Attrited Customer,37,M,3,College,Married,$60K - $80K,Blue,19,2,3,4,3100.0,2517,583.0,0.35,694.0,12.0,0.2,0.812,0.99808,0.0019163,Involuntary
709435533,Attrited Customer,53,F,1,Unknown,Single,Less than $40K,Blue,41,2,3,2,3099.0,0,3099.0,0.279,1401.0,44.0,0.419,0.0,0.99464,0.00536,Voluntary
781306758,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,52,1,2,4,3091.0,2517,574.0,0.602,1844.0,49.0,0.633,0.814,0.99703,0.00296843,Involuntary
789637308,Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,39,4,3,4,3076.0,0,3076.0,0.734,2580.0,50.0,0.429,0.0,0.99801,0.00198835,Voluntary
716709858,Attrited Customer,34,F,1,Uneducated,Unknown,Less than $40K,Blue,25,1,2,3,3074.0,0,3074.0,0.718,2721.0,54.0,0.688,0.0,0.99462,0.00538,Involuntary
715497558,Attrited Customer,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,3052.0,0,3052.0,0.868,2598.0,47.0,0.469,0.0,0.99639,0.00360825,Voluntary
721308033,Attrited Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,37,3,3,1,3036.0,2517,519.0,0.882,2609.0,42.0,0.615,0.829,0.99223,0.00777,Involuntary
789853533,Attrited Customer,54,M,3,High School,Married,$40K - $60K,Blue,44,2,1,5,3032.0,0,3032.0,0.949,1037.0,14.0,2.5,0.0,0.99639,0.00361108,Voluntary
713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032.0,0,3032.0,0.429,2273.0,44.0,0.517,0.0,0.9968,0.00320374,Involuntary
708158133,Attrited Customer,45,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031.0,2517,514.0,0.409,2188.0,50.0,0.389,0.83,0.99137,0.00863,Voluntary
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,3,3,3023.0,2517,506.0,0.646,2477.0,42.0,0.615,0.833,0.99616,0.0038363,Involuntary
712790358,Attrited Customer,39,F,3,Uneducated,Married,Unknown,Blue,30,6,3,4,3023.0,1348,1675.0,0.358,2219.0,44.0,0.63,0.446,0.99819,0.00181217,Voluntary
708888633,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022.0,895,2127.0,0.95,2724.0,38.0,0.9,0.296,0.9978,0.00219584,Involuntary
720766908,Attrited Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,28,2,2,2,3021.0,0,3021.0,0.694,2814.0,37.0,0.321,0.0,0.99153,0.00847,Voluntary
820047858,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017.0,1868,1149.0,0.722,2096.0,50.0,0.471,0.619,0.99563,0.00436631,Involuntary
716858433,Attrited Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,4,3,1,3015.0,0,3015.0,1.058,5372.0,75.0,0.596,0.0,0.99129,0.00871,Voluntary
755467683,Attrited Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,6,2,4,3001.0,482,2519.0,0.814,2403.0,42.0,0.615,0.161,0.99675,0.00325077,Involuntary
719986758,Attrited Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,33,5,3,6,3001.0,0,3001.0,0.74,2577.0,39.0,0.444,0.0,0.99942,0.00057979,Voluntary
709612983,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,4,2990.0,1828,1162.0,0.488,2265.0,41.0,0.414,0.611,0.99695,0.00305189,Involuntary
712399308,Attrited Customer,38,F,3,High School,Unknown,Less than $40K,Blue,36,5,3,3,2989.0,2387,602.0,0.437,2143.0,67.0,0.558,0.799,0.99673,0.00326528,Voluntary
709581483,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984.0,2517,467.0,0.574,2373.0,53.0,0.359,0.843,0.99049,0.00951,Involuntary
719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983.0,0,2983.0,0.865,2509.0,46.0,0.586,0.0,0.99813,0.00187387,Voluntary
788794758,Attrited Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,28,2,2,4,2979.0,0,2979.0,0.644,2061.0,38.0,0.462,0.0,0.99709,0.0029104,Involuntary
714477408,Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,36,3,3,3,2977.0,1340,1637.0,0.507,2201.0,39.0,0.345,0.45,0.99673,0.00326528,Voluntary
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,3,2,2972.0,0,2972.0,1.035,922.0,25.0,0.562,0.0,0.99547,0.00453174,Involuntary
753795633,Attrited Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,41,5,3,2,2964.0,2517,447.0,0.699,2327.0,38.0,0.81,0.849,0.99462,0.00538,Voluntary
778899708,Attrited Customer,56,F,2,Unknown,Single,$40K - $60K,Blue,37,2,2,3,2963.0,0,2963.0,0.902,2919.0,47.0,0.382,0.0,0.99527,0.00472896,Involuntary
