CLIENTNUM,Attrition_Flag,Attrition_Type,review,date,City,zipcode,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
715445058,Attrited Customer,Voluntary,"It's with a very heavy heart I'm leaving a 2 star review ,Argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but I made it work but now there just taken the Pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one CMON ARGOS GET A GRIP WITH REALITY AND THE PPL THAT ARE USING THESE CARDS I've been with Argos card for 15 years but they have definitely lost my costum and believe me I won't be the only one",9-Nov-24,Drummondville,K0B1E0,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547,2517,1030,0.805,2715,45,0.731,0.71,0.99871,0.00128895
812247033,Attrited Customer,Voluntary,Got TV at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound Interest the day after the plan finished... phoned and they no what there doing scamers...,21-Oct-24,Kingston,K0B1G0,51,F,3,Uneducated,Married,Less than $40K,Blue,46,5,5,2,3536,0,3536,0.542,3281,39,0.393,0,0.99536,0.00464271
716421633,Attrited Customer,Voluntary,Absolutely crap! The app you cannot set up a DD. Doesnt send notifications until you missed a payment. Save your card details and it gets deleted. Cant set up to pay min unless you call. Statements wont load. Customer services are some numbnut with their own app for their personal account working from home. Disgusting. Make it impossible for you to make payment but quick to wreck ur credit file with a missed payment. No! Bye bye,11-Oct-23,Trois-Rivi√É¬®res,K0B1H0,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,3523,0,3523,0.973,3174,44,0.222,0,0.99706,0.00294141
772341783,Attrited Customer,Voluntary,I would like to point out to Argos that I have recently become unhappy with the Argos card it's took me over an hour to purchase something in using this card because every time I try and put my details in it changes and not able to put my name in this is embarrassing Argos as now I will buy nothing else with this card you will be paid off and I will not use you again I have always paid on time and this is what I get from you not acceptable,27-Sep-23,Terrace,K0B1J0,45,F,3,High School,Single,Unknown,Blue,35,3,2,6,3512,2517,995,0.597,1801,48,0.548,0.717,0.999,0.00099804
794707083,Attrited Customer,Voluntary,Four phone calls to three people to make a monthly payment after losing my card and their system did not recognise either of my Mastercards,25-Aug-23,Happy Valley-Goose Bay,K0B1K0,50,M,2,College,Single,$80K - $120K,Blue,44,5,2,4,3495,0,3495,0.639,2131,41,0.464,0,0.99686,0.0031388
780720258,Attrited Customer,Voluntary,"I would give 0 if I could, the amount of interest they charge is shocking. I entered a debt management scheme to pay my debts off I accured due to family emergency reasons. Doing this stops interest rates well supposed to but these scam artists still add it every single month without fail. It took them a year to get that I was in a debt management scheme because they don't answer there emails and it's unmanned",20-Aug-23,Orillia,K0B1L0,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489,2517,972,0.721,2684,39,0.56,0.721,0.9949,0.0051
720963258,Attrited Customer,Voluntary,"Scam of a company. They charge you interest even though you pay more than youíre meant to every month!! Worst decision I ever did was open a card with these, tempted to just cancel the direct debit and deal with the consequences. Canít even email them. Waste of time",17-Aug-23,Summerside,K0B1M0,52,F,3,College,Married,Less than $40K,Blue,40,3,2,3,3474,0,3474,0.735,2675,37,0.48,0,0.99485,0.00515
767404083,Attrited Customer,Voluntary,Argos have numerous outstanding complaints being passed to the media for publication prior to christmas,7-Aug-23,Windsor,K0B1N0,52,M,2,Graduate,Single,$60K - $80K,Blue,45,2,3,3,3460,0,3460,0.466,2355,47,0.621,0,0.99671,0.00329379
789328083,Attrited Customer,Voluntary,But this matter is far from over and being passed to the media and ombudsman so that they can restore my credit rating that they demolished without warning,7-Aug-24,Slave Lake,K0C1B0,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,3454,0,3454,0.862,2826,39,0.625,0,0.99677,0.00323086
785237958,Attrited Customer,Voluntary,Argos finally admitted their errors and paid an insulting amount of £50 for all the problems caused.,7-Aug-25,Happy Valley-Goose Bay,K0C1E0,45,M,5,College,Married,$60K - $80K,Blue,39,2,3,3,3439,0,3439,0.825,2661,35,0.296,0,0.99672,0.00328158
716279508,Attrited Customer,Voluntary,"The interest on this card is astronomically high. We paid off the balance and are shutting it down. I will take huge delight in setting alight the argos card and leaving it on my drive way so I can take pleasure in driving over the ashes of that awful store card. Very little options in the way of balance transfers - we ended up getting a bank loan at a lower rate of interest to settle and close the Argos Card. Farewell Argos Card, I will be enjoying driving over the burnt remains of the card on my driveway for the next week!!",27-Jul-23,Vancouver,K0C1G0,48,M,3,College,Married,$80K - $120K,Blue,41,2,3,3,3430,2517,913,0.869,2639,46,0.643,0.734,0.99674,0.00326498
713512308,Attrited Customer,Voluntary,"In these time of austerity, Argos are making it very hard to cancel your Argos card.",10-Oct-22,Bathurst,K0C1H0,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,3423,0.505,2229,45,0.406,0,0.98937,0.01063
712770408,Attrited Customer,Voluntary,So so. Not the best in the world,4-Oct-22,Belleville,K0C1J0,42,F,2,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,3413,0,3413,0.593,2285,40,0.429,0,0.99447,0.00553
719211558,Attrited Customer,Voluntary,"I lost my card and ordered a new one and a half months ago, which did not arrive argos claims that the postman delivered to the wrong address donít really understand how he managed that if every door has a number. Since this itís been 3 weeks have passed and still nothing. Poor costumer service trying phone them is almost impossible they just hang up claiming I have a poor signal , even if I have full. Please Argos respond and let me know WHERE IS MY CARD",14-Sep-22,Happy Valley-Goose Bay,K0C1K0,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401,0,3401,0.898,744,18,1,0,0.98217,0.01783
713163258,Attrited Customer,Voluntary,"It doesnít even deserve one star. Customer services really bad and reading from script. Canít change address, canít change new phone number. Stopped using card ages ago and guess what you canít even access the app when you have a new phone. Customer services not a pleasant experience, they donít even listen or canít be bothered to listen why you canít change any details. Stay away and avoid, not very helpful at all.",13-Sep-22,Canmore,K0A3K0,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388,0,3388,0.368,1959,52,0.857,0,0.997,0.00299743
708373083,Attrited Customer,Voluntary,HOW MUCH LATER ? WHEN YOU CAN CHARGE ME A DEFAULT PAYMENT?,6-Sep-22,Estevan,K0A3L0,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,3356,2517,839,0.583,2032,39,0.147,0.75,0.99832,0.00167742
811475733,Attrited Customer,Voluntary,I HAVE THE GRAND SUM I OWE YOU OF YES WAIT FOR IT..........£1.57............. ONE POUND FIFTY SEVEN PENCE. I HAVE TRIED TO PAY THIS MASSIVE AMOUNT I OWE YOU ON LINE. I TOTALLY REFUSE TO MAKE AND PAY FOR A PHONE CALL WHICH WOULD COST MORE THAN I OWE YOU BUT YOU KEEP TELLING ME THE ON LINE SITE IS HAVING PROBLEMS COME BACK LATER!!!!!!!!!!!!!!,6-Sep-23,Bathurst,K0A3M0,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339,0,3339,0.694,2432,48,0.6,0,0.99431,0.00569
714620358,Attrited Customer,Voluntary,Incompetent company.,27-Aug-22,Sept-√É≈Ωles,K0A3N0,37,F,2,Graduate,Divorced,Less than $40K,Blue,30,3,3,4,3328,2517,811,0.553,2196,47,0.621,0.756,0.99807,0.00193323
717529233,Attrited Customer,Voluntary,Had an argos card for many years card still valid argos closed my account with no communication from them have spent thousands never defaulted if this is how you treat loyal customers you know you wont get any business from me ever again.,27-Aug-23,Bathurst,K0B1B0,40,F,3,Graduate,Single,Less than $40K,Blue,30,4,3,2,3319,0,3319,0.262,4840,44,0.375,0,0.99467,0.00533
711683358,Attrited Customer,Voluntary,No one is picking up the phone? What is going on? Tried to reach them for 3 consecutive days and no luck,31-Dec-21,Drummondville,K0B1E0,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,3,4,3313,0,3313,0.561,2135,44,0.419,0,0.99808,0.00191647
717172308,Attrited Customer,Voluntary,"argos bought a pay april ater item then a month after bought a smaller gift. went to pay smallergift and its come off the item for pay later april4 months away. this is how argos gets you. its unfair. they are trying to force you to make the wrong sale so they can chargbe you 15 to 20 pounds on a item that like 30 pounds. ill be paying it all off tomorow and deleting my account as i know theyll have a excuse. itll be, you have to wait for statement, instead of well done for paying early. Amazing that next and very both dont do this.",29-Dec-21,Kingston,K0B1G0,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304,0,3304,0.532,1731,32,0.28,0,0.99697,0.00302546
716697708,Attrited Customer,Voluntary,NEVER USE!!,18-Dec-21,Trois-Rivi√É¬®res,K0B1H0,61,F,1,High School,Single,Unknown,Blue,52,3,2,4,3293,0,3293,0.838,3121,56,0.867,0,0.99666,0.00334364
768243858,Attrited Customer,Voluntary,SERVICE IS TERRIBLE,18-Dec-22,Terrace,K0B1J0,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288,2517,771,0.84,2717,46,0.438,0.766,0.9973,0.00270332
827964858,Attrited Customer,Voluntary,COMPALINTS TEAM AND PROCESS IS A JOKE,18-Dec-23,Happy Valley-Goose Bay,K0B1K0,58,F,1,Uneducated,Divorced,Unknown,Blue,54,3,5,3,3266,859,2407,0.74,2151,46,0.438,0.263,0.99694,0.00305631
721003008,Attrited Customer,Voluntary,"Apparently it's my fault the monthly payment never went through when they had a problem there end not mine ""which they admitted"" and in turn have put missed payments on my credit file!",18-Dec-25,Orillia,K0B1L0,36,F,4,Graduate,Married,Less than $40K,Blue,24,3,2,2,3261,2517,744,0.378,856,18,0.059,0.772,0.99169,0.00831
715987758,Attrited Customer,Voluntary,In my own work I deal with the general public and I would never speak to any of my clients the way some of there staff have spoken to me its horrendous!,18-Dec-27,Summerside,K0B1M0,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261,0,3261,1.012,3081,50,0.667,0,0.98616,0.01384
720824883,Attrited Customer,Voluntary,"I have asked for them to send me a copy of the call recordings, they said they did but never got it ??",18-Dec-29,Windsor,K0B1N0,48,F,1,Unknown,Single,Less than $40K,Blue,40,3,1,2,3251,2517,734,0.739,2483,50,0.471,0.774,0.98271,0.01729
708681708,Attrited Customer,Voluntary,I understand this is a company called HOME RETAIL GROUP?,18-Dec-31,Slave Lake,K0C1B0,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245,0,3245,0.553,1977,29,0.261,0,0.99497,0.00503
710438358,Attrited Customer,Voluntary,DO YOUR SELF A FAVOUR and get well known low interest rate credit card instead I did and had no issues at all!,18-Dec-33,Happy Valley-Goose Bay,K0C1E0,42,F,1,Uneducated,Single,Less than $40K,Blue,35,4,3,3,3241,0,3241,0.442,2152,43,0.303,0,0.99659,0.00341249
713772333,Attrited Customer,Voluntary,"Donít bother, you will almost always get rejected!",11-Dec-21,Vancouver,K0C1G0,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,4,3,1,3223,243,2980,0.433,1979,38,0.462,0.075,0.99198,0.00802
713957283,Attrited Customer,Voluntary,"Rather shop at currys where they will give me a much higher credit limit and trust me! Always paid my bills on time never missed a payment. Stay away! Couldnít even get approved for £169, I ended up paying in full in the end! Shocking customer service, rejected before even actually properly checking a customers record. Big purchases will now go through currys anyway as they clearly trust me more than this store does, accepted far above.",11-Dec-21,Bathurst,K0C1H0,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214,0,3214,0.435,2119,44,0.517,0,0.99518,0.00481999
709850508,Attrited Customer,Voluntary,"I have been trying to pay my Argos card now for three days Iím going round in circles I have phoned every number there is used live chat , I have now emailed head office , Iím late with my payment and I was on a debt plan , Iím at my wits end I cannot even get to speak to anyone and Iím just cut off , please donít use this company the services is horrendous,.",7-Dec-21,Belleville,K0C1J0,33,F,2,Graduate,Married,Less than $40K,Blue,20,3,2,5,3202,0,3202,1.012,2917,37,0.682,0,0.99823,0.00176584
720891633,Attrited Customer,Voluntary,"The problem with the Argos card is that it seems to have been set up to trap people in debt. Other 'shops' in the same sector (AO, Very, Currys) offer between 12 months and 36 months for large purchases. Argos offer 6 months. On laptops costing between £1500 and £3000 this is ridiculous for the majority of people. The aim seems to get people off BNPL onto (very) high interest_bearing 'normal' credit. Since Sainsburys have taken over the situation is worsening. Even the maximum 12 months interest free periods are few and far between. It's a cut throat explotative way to run a business.... and certainly not one that is putting customers first. Argos.... your people are lovely. Your buyers have a good grasp of the market. Your pricing is competitive (even if you do not price match). But.... this transparent way of pushing people into debt with restrictive credit terms on large purchases is plainly wrong, if not immoral. It's a shame ... and does little for your reputation. If you arebgoing to offer credit....make it fair.",22-Nov-21,Happy Valley-Goose Bay,K0C1K0,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199,0,3199,1.047,4805,59,0.639,0,0.98167,0.01833
739594758,Attrited Customer,Voluntary,Okay but service could improve,12-Nov-21,Canmore,K0A3K0,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,3,2,3181,2517,664,0.595,818,16,0.455,0.791,0.99447,0.00553
716963283,Attrited Customer,Voluntary,IT RUIN YOUR CREDIT SCORE IF YOU DELAY 1 DAY TO MAKE YOUR PAYMENT.,9-Nov-21,Estevan,K0A3L0,47,F,3,Graduate,Unknown,Less than $40K,Blue,38,2,2,3,3165,2517,648,0.748,2751,49,1.042,0.795,0.99499,0.00501
708575058,Attrited Customer,Voluntary,"ALSO, IT INCREASE MONTHLY WITH FEES OF 20% EVERY MONTH!",9-Nov-21,Bathurst,K0A3M0,46,F,3,Uneducated,Divorced,$40K - $60K,Blue,39,2,3,2,3157,965,2192,0.928,3300,58,0.568,0.306,0.99482,0.00518
757854858,Attrited Customer,Voluntary,YOU DON'T FINISH PAYING FOR AN ITEM LITERALLY.,9-Nov-21,Sept-√É≈Ωles,K0A3N0,50,M,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143,0,3143,0.764,2297,37,0.321,0,0.99824,0.00175907
716368008,Attrited Customer,Voluntary,DO NOT RECOMMEND IT FOR EXPERIENCE.,9-Nov-21,Bathurst,K0B1B0,54,F,1,Graduate,Married,Unknown,Blue,36,4,2,2,3137,959,2178,1.008,2925,41,0.414,0.306,0.99073,0.00927
738899658,Attrited Customer,Voluntary,I WILL CLEAR THIS CARD AND NEVER MORE USE IT,9-Nov-21,Drummondville,K0B1E0,45,F,2,Graduate,Single,Unknown,Blue,38,6,2,3,3120,2517,603,0.736,2468,43,0.536,0.807,0.9948,0.0052
772162683,Attrited Customer,Voluntary,Store card designed to ruin your credit file,,Kingston,K0B1G0,34,F,2,Graduate,Married,Less than $40K,Blue,23,6,2,2,3116,0,3116,0.698,2768,45,0.667,0,0.99129,0.00871
798553158,Attrited Customer,Voluntary,"I am aware that this page is for the argos credit card, not argos card, but I can't find a page to review the argos card, so will do it here. Sorry Newday, maybe you can put pressure on argos to sort out their horrendous store card system so the overall reputation doesn't take more damage.",8-Nov-21,Trois-Rivi√É¬®res,K0B1H0,62,F,1,Graduate,Single,Less than $40K,Blue,56,1,2,1,3109,0,3109,1.054,5470,72,0.674,0,0.98472,0.01528
710570058,Attrited Customer,Voluntary,"Stay away from argos store card at all costs - this thing is only designed to ruin your credit report for years to come. Gives you credit, but doesn't let you set up repayments at the same time. That kind of practice should be illegal and get reported to trading standards.",8-Nov-21,Terrace,K0B1J0,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101,0,3101,0.66,2512,37,0.37,0,0.99675,0.00325077
709435533,Attrited Customer,Voluntary,"App login faulty and not working; online login claimed no such customer account exists, even though same data worked just fine with the phone system.",8-Nov-21,Happy Valley-Goose Bay,K0B1K0,53,F,1,Unknown,Single,Less than $40K,Blue,41,2,3,2,3099,0,3099,0.279,1401,44,0.419,0,0.99464,0.00536
789637308,Attrited Customer,Voluntary,"So by the time your payment date comes you have to somehow clairvoyanty know that a payment is due, or else they'll charge you £12 arrears fee and ruin your credit file for years to come. Still haven't succeeded in setting up a direct debit, finally managed to pay the 'arrears' which took me 5 phone calls because the phone self service system is illogical, convoluted and faulty. Worst experience ever and I want argos to take the default off my credit file. I will file a complaint.",8-Nov-21,Orillia,K0B1L0,45,F,2,College,Divorced,$40K - $60K,Blue,39,4,3,4,3076,0,3076,0.734,2580,50,0.429,0,0.99801,0.00198835
715497558,Attrited Customer,Voluntary,been trying to make payments since november 2020 on the website from the PC but it will not accept payments Just says error. Tried to ring numbers but one is automated & the other is just a single repeating 'Bleep' Not good at all and they charged me £51 interest + £12 late payment fee which I'm NOT PAYING because it's their fault.,31-Dec-20,Summerside,K0B1M0,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,3052,0,3052,0.868,2598,47,0.469,0,0.99639,0.00360825
789853533,Attrited Customer,Voluntary,Argos charges extortionate fees,29-Dec-20,Windsor,K0B1N0,54,M,3,High School,Married,$40K - $60K,Blue,44,2,1,5,3032,0,3032,0.949,1037,14,2.5,0,0.99639,0.00361108
708158133,Attrited Customer,Voluntary,"Argos card app doesn't allow you to choose which credit you are paying and reallocates payment causing its users to be charged laye fees. I called the customer service and they could not care less. Also beware because they will charge you an extortionate 12 pounds fee on a late payment even if you, like me, only spent 23.",29-Dec-20,Slave Lake,K0C1B0,45,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031,2517,514,0.409,2188,50,0.389,0.83,0.99137,0.00863
712790358,Attrited Customer,Voluntary,"Tried for months to pay my account online, system does not accept payment. I have spoken to advisor and they are aware of problem, but unable to advise when problem will be rectified. When purchasing goods from Argos service is excellent, Argos card services really let's the company down.",17-Dec-20,Happy Valley-Goose Bay,K0C1E0,39,F,3,Uneducated,Married,Unknown,Blue,30,6,3,4,3023,1348,1675,0.358,2219,44,0.63,0.446,0.99819,0.00181217
720766908,Attrited Customer,Voluntary,Due to an unexpected technical error on the site we cannot continue to service your My Argos Card account at this moment and you have been logged out. Please log in and try again.,15-Dec-20,Vancouver,K0C1G0,40,F,2,Uneducated,Single,Less than $40K,Blue,28,2,2,2,3021,0,3021,0.694,2814,37,0.321,0,0.99153,0.00847
716858433,Attrited Customer,Voluntary,NOT GOOD ENOUGH,15-Dec-20,Bathurst,K0C1H0,43,F,4,Graduate,Single,Less than $40K,Blue,32,4,3,1,3015,0,3015,1.058,5372,75,0.596,0,0.99129,0.00871
719986758,Attrited Customer,Voluntary,Lack of communication,14-Dec-20,Belleville,K0C1J0,46,F,2,Unknown,Single,$40K - $60K,Blue,33,5,3,6,3001,0,3001,0.74,2577,39,0.444,0,0.99942,0.00057979
712399308,Attrited Customer,Voluntary,"I have purchased something by Argos card and have returned it back the next day but in the Sainsbury Argos during the 2nd lockdown. I was given the refund voucher, however on my account it was not updated and then spoke to some on live chat. That person told me it will be put back within the next 5-7 working days.",14-Dec-20,Happy Valley-Goose Bay,K0C1K0,38,F,3,High School,Unknown,Less than $40K,Blue,36,5,3,3,2989,2387,602,0.437,2143,67,0.558,0.799,0.99673,0.00326528
719495958,Attrited Customer,Voluntary,However it is not appearing on my account and the 2nd time I have spoken to someone and have been asking me unnecessary questions and the she ended the chat herself as she could not help.,14-Dec-20,Canmore,K0A3K0,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983,0,2983,0.865,2509,46,0.586,0,0.99813,0.00187387
714477408,Attrited Customer,Voluntary,I then went to the Argos store and have been told to call as they have let me use their phone.,14-Dec-20,Estevan,K0A3L0,36,F,3,High School,Married,Less than $40K,Blue,36,3,3,3,2977,1340,1637,0.507,2201,39,0.345,0.45,0.99673,0.00326528
753795633,Attrited Customer,Voluntary,"After 10mins I finally got to someone but she was complaining that she could not hear, she tried taking my personal number to contact me and again complained that she could not hear me. She then told me to contact back again and said she will put the phone down in 30s. Absolute time waste and nothing has been dealt with yet.",14-Dec-20,Bathurst,K0A3M0,48,F,2,Uneducated,Married,Less than $40K,Blue,41,5,3,2,2964,2517,447,0.699,2327,38,0.81,0.849,0.99462,0.00538
714272658,Attrited Customer,Voluntary,They wrote to say they suspended my account card. Donít remember getting a previous letter. I donít care. I donít want to use it anymore. Itís getting the payment down thatís the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Iím paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Saskatoon,K0A1A0,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2,3,2,2962,2517,445,1.046,929,31,0.409,0.85,0.99462,0.00538
715954158,Attrited Customer,Voluntary,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Rouyn-Noranda,K0A1K0,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954,931,2023,0.575,2433,29,0.381,0.315,0.9975,0.00250084
828294933,Attrited Customer,Voluntary,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Peterborough,K0A1N0,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951,2437,514,0.765,2519,36,0.565,0.826,0.99485,0.00515
789713208,Attrited Customer,Voluntary,I have had an argos card for years and have never had a problem always used buy now pay later and always paid on time because I'm very organised. However yesterday I had an email off then saying they had started a credit plan and my first payment was coming out on 25th and it was for a very shocking ammount of money. I originally thought it was fraud so I phoned up argos to then find it was a purchase I made last year that I hadn't paid off. Having looked back through my bank statements it looks like this wasn't paid however I had paid other stuff off on there more recently and cleared the card so I would have noticed the outstanding payment and paid it off. I think argos didn't show that I had this left to pay until my year was up then automatically charged me. I have no proof of any of this though because they send no emails all I have is an email of me ordering it and then my bank statement to show I never paid it but I have no proof of them not showing the outstanding payment in the app so I haven't been able to take this further. I have unfortunately had to pay the ammount and once it's all gone through I will be cancelling my argos card and never using again. It is a shame because I did enjoy using it but I believe they have conned me out of money.,19-Jul-25,Spruce Grove,K0A1R0,62,F,0,Doctorate,Single,Less than $40K,Blue,50,6,3,5,2936,326,2610,0.935,2692,29,0.526,0.111,0.9991,0.00090053
715660308,Attrited Customer,Voluntary,They wrote to say they suspended my account card. Donít remember getting a previous letter. I donít care. I donít want to use it anymore. Itís getting the payment down thatís the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Iím paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Sudbury,K0A1T0,54,F,3,College,Married,Less than $40K,Blue,44,5,3,2,2921,2412,509,0.823,2612,33,0.375,0.826,0.99452,0.00548
714487458,Attrited Customer,Voluntary,I Spoke with them twice this week both times the call handler was unfriendly and unhelpful.,9-Jul-25,Selkirk,K0A1X0,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920,0,2920,0.516,2306,39,0.625,0,0.99556,0.00443518
720655833,Attrited Customer,Voluntary,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Dauphin,K0A2M0,48,F,4,High School,Married,Less than $40K,Blue,30,2,3,2,2913,0,2913,1.058,4955,56,0.806,0,0.99458,0.00542
788835408,Attrited Customer,Voluntary,Customer service number not working properly can not make a payment.,1-Jul-25,Barrie,K0A2T0,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910,0,2910,0.789,2648,41,0.464,0,0.99711,0.00288892
708536283,Attrited Customer,Voluntary,"They say buy now pay later with no interest, when you pay after the year they will claim huge amount of interest for that year, they will take the money without even telling you or sending you an email, when you ask they will say it is the interest for that year. They are very cunning beware.",6-Jun-25,Stratford,K0A2X0,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904,2517,387,0.624,2653,46,0.586,0.867,0.99357,0.00643
779320008,Attrited Customer,Voluntary,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Penticton,K0A2Y0,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900,2517,383,0.719,2180,31,0.409,0.868,0.99674,0.00326498
709283358,Attrited Customer,Voluntary,"App not working. This is the ONLY way to manage your Argos card. Unable to see balance, make payment or even open the app it just sits with a spinner.",27-May-25,St. John's,K0A2Z0,43,F,4,Unknown,Married,Less than $40K,Blue,29,6,2,3,2895,0,2895,0.663,2473,42,0.273,0,0.99549,0.00451007
780384483,Attrited Customer,Voluntary,They try to find any excuse to close the card when late payment & the interest is very high . AVOID!!,21-May-25,Canmore,K0A3C0,49,M,4,Unknown,Unknown,$80K - $120K,Blue,39,2,2,2,2886,925,1961,0.946,5481,58,0.758,0.321,0.99244,0.00756
711691608,Attrited Customer,Voluntary,They are awful & no manners or sympathy. They talk down to you & have arrogant attitude.,21-May-25,Medicine Hat,K0A3E0,46,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,2881,2450,431,0.629,2450,49,0.531,0.85,0.99686,0.00314112
718806783,Attrited Customer,Voluntary,"Argos have not been the same sine the takeover . I have an Argos card and have done for years but, now they have changed their credit terms i will not be using them again . My card is now cut up and in the bin .",14-May-25,Medicine Hat,K0B1A0,46,F,3,Uneducated,Married,Unknown,Blue,36,2,3,1,2872,357,2515,0.869,2629,41,0.64,0.124,0.99143,0.00857
716373483,Attrited Customer,Voluntary,"WOULD GIVE MINUS POINTS . CUSTOMER SERVICE AWFUL . THEY DO NOT HELP THE CUSTOMER AT ALL . THEY HAVE ZERO RESPECT FOR THE CUSTOMER . NO SUPPORT GIVEN WHEN ISSUES HAPPEN , NO RESPONSIBILITY TAKEN . THE WHOLE EXPERIENCE IS DIFFICULT TO DEAL WITH . HOPEFULLY PAYING OFF IN THE NEXT MONTH . PLEASE AVOID .",22-Feb-25,Brooks,K0B1B0,48,F,5,Graduate,Married,Less than $40K,Blue,40,4,3,2,2860,2517,343,0.38,1544,45,0.364,0.88,0.99464,0.00536
709798908,Attrited Customer,Voluntary,"This card is good but Argoscard are really missing a few tricks to make so much modern and usable a few changes would make it great, like being able to use to pay online with Argos and Sainsburyís online shopping if it had this it would be spot on at the moment it is very limited.",15-Apr-25,Charlottetown,K0B1M0,45,F,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,2858,0,2858,1.058,2611,43,0.483,0,0.99832,0.00167742
715950483,Attrited Customer,Voluntary,While the card is good and the deals are great they're money stealing criminals!!,31-Mar-25,Dauphin,K0B1N0,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,3,3,3,2821,725,2096,0.704,2397,35,0.296,0.257,0.99659,0.00341249
711144183,Attrited Customer,Voluntary,Need to pay off normal credit with interest coming soon as £100+ so I pay that and it goes to another buy now pay later plan. So now I have to give them more. Now I'm massively in debt.,31-Mar-25,Red Deer,K0B1P0,55,F,3,Graduate,Married,Unknown,Blue,45,1,3,1,2815,1848,967,0.563,2618,29,0.45,0.656,0.9912,0.0088
